# Mach45 analytic profile (Lowrie & Edwards 2008)
# Np=2000  xmin=1950.0  xmax=2450.0  shock_x=2300.0
# x(cm), rho(g/cc), T_gas(K), Erad(erg/cc), v_x(cm/s)
2131.875, 1.0225625650025927, 34773184.447971635, 1.2985891971717984e+16, 558401044.7838907
2132.125, 1.0226876880860898, 34840459.986555636, 1.30846827779495e+16, 558332724.7434344
2132.375, 1.0228136790445719, 34907776.10764172, 1.318409934974038e+16, 558263951.5847298
2132.625, 1.022940021867101, 34975108.68610898, 1.3284107128365478e+16, 558194994.7211163
2132.875, 1.0230675816945842, 35042498.73151899, 1.3384772904442528e+16, 558125402.96805
2133.125, 1.023195508144798, 35109906.25026055, 1.3486037186683252e+16, 558055620.109499
2133.375, 1.0233243082107721, 35177355.40574894, 1.3587940785366316e+16, 557985381.8706638
2133.625, 1.0234538391845154, 35244839.69907424, 1.3690476438402698e+16, 557914762.9523381
2133.875, 1.023583894215877, 35312349.18607227, 1.3793631422876602e+16, 557843871.0885115
2134.125, 1.0237150508413118, 35379912.06676036, 1.3897453453514858e+16, 557772405.956284
2134.375, 1.0238465696312318, 35447492.57410446, 1.4001888705434042e+16, 557700752.4386911
2134.625, 1.0239791794270985, 35515126.371181056, 1.410699716106418e+16, 557628531.6390662
2134.875, 1.0241123517875736, 35582787.846507646, 1.4212740894362572e+16, 557556018.5751417
2135.125, 1.0242462616786867, 35650485.60843504, 1.4319136819571376e+16, 557483122.3483377
2135.375, 1.024381109436944, 35718229.83752511, 1.4426204482510612e+16, 557409739.2974151
2135.625, 1.0245163347659367, 35785992.77357265, 1.4533902017969072e+16, 557336160.2586688
2135.875, 1.024652880036625, 35853821.53503642, 1.4642309237863028e+16, 557261896.6641821
2136.125, 1.0247897986481198, 35921669.02356844, 1.4751352532513518e+16, 557187439.6102674
2136.375, 1.0249277014841474, 35989565.890258275, 1.4861085271012668e+16, 557112472.5596031
2136.625, 1.025066346914582, 36057500.225809, 1.497149111121403e+16, 557037121.0589029
2136.875, 1.0252056121243716, 36125465.83337877, 1.5082563036288572e+16, 556961448.690993
2137.125, 1.025346007221381, 36193488.757292464, 1.519434750058767e+16, 556885191.890856
2137.375, 1.025486780703524, 36261530.90887267, 1.530678442164909e+16, 556808739.432512
2137.625, 1.0256288186743114, 36329637.52725119, 1.5419952690109398e+16, 556731633.5117549
2137.875, 1.025771372163914, 36397770.54916977, 1.5533791868371222e+16, 556654261.4252924
2138.125, 1.0259148208034283, 36465949.41835111, 1.5648337987975846e+16, 556576427.1671289
2138.375, 1.0260591778972574, 36534175.021189235, 1.5763595947429088e+16, 556498124.3018683
2138.625, 1.0262040536328576, 36602427.30453966, 1.5879535079184224e+16, 556419553.9061321
2138.875, 1.0263502382713139, 36670747.19635378, 1.5996228558465292e+16, 556340308.9716041
2139.125, 1.026496814304666, 36739087.35493361, 1.6113598914705446e+16, 556260862.4579835
2139.375, 1.0266445941192692, 36807489.92732174, 1.6231721950450152e+16, 556180796.1659149
2139.625, 1.0267930296457133, 36875926.61632828, 1.6350552426778696e+16, 556100392.5966756
2139.875, 1.026942286761255, 36944406.05252952, 1.6470108738725942e+16, 556019566.4283168
2140.125, 1.0270926065308634, 37012940.953199565, 1.6590416546656558e+16, 555938194.1925709
2140.375, 1.0272433579888713, 37081498.38553681, 1.6711421891890348e+16, 555856600.1245619
2140.625, 1.0273955869948752, 37150133.12662926, 1.6833224368765008e+16, 555774247.5303527
2140.875, 1.0275482218168985, 37218789.157177635, 1.6955729145033616e+16, 555691686.7910573
2141.125, 1.0277020136048147, 37287505.89776167, 1.707900938607293e+16, 555608532.6869761
2141.375, 1.027856591348912, 37356263.97769464, 1.7203034444040624e+16, 555524975.8969772
2141.625, 1.0280119295265817, 37425062.054550536, 1.7327805542804424e+16, 555441029.4976101
2141.875, 1.0281684761357026, 37493923.82652995, 1.7453368782521506e+16, 555356464.5800587
2142.125, 1.0283254359912133, 37562807.385992005, 1.7579652615187178e+16, 555271688.1783198
2142.375, 1.0284839201574827, 37631771.44131261, 1.7706766651276982e+16, 555186132.3741915
2142.625, 1.028642883817097, 37700760.85804122, 1.7834614979014614e+16, 555100331.6504908
2142.875, 1.0288029678791624, 37769809.535203815, 1.7963262895074224e+16, 555013958.6383684
2143.125, 1.02896396213682, 37838906.41725508, 1.8092694079908972e+16, 554927121.1931593
2143.375, 1.029125664202715, 37908040.785553895, 1.8222892670119416e+16, 554839922.5842983
2143.625, 1.0292887162570716, 37977246.73950453, 1.835392531751178e+16, 554752035.8579363
2143.875, 1.029452198854445, 38046475.53112729, 1.8485705851119696e+16, 554663929.7527432
2144.125, 1.0296171921251533, 38115784.50579147, 1.861834457448209e+16, 554575054.4428645
2144.375, 1.0297827694133908, 38185124.50200026, 1.8751753957569936e+16, 554485882.0818019
2144.625, 1.0299494361766561, 38254522.36838673, 1.888598808414826e+16, 554396155.5766753
2144.875, 1.0301171363260808, 38323975.155703135, 1.902104545917513e+16, 554305904.0256097
2145.125, 1.0302854953962952, 38393462.96239946, 1.915689248141637e+16, 554215317.6880932
2145.375, 1.03045534695181, 38463030.13018855, 1.9293617195090784e+16, 554123973.8745124
2145.625, 1.0306256484396967, 38532621.22672244, 1.943111828940097e+16, 554032401.8380263
2145.875, 1.0307974491842917, 38602292.07124733, 1.956950638183367e+16, 553940069.7304758
2146.125, 1.0309699410479345, 38671999.67524489, 1.9708703291380324e+16, 553847387.6407708
2146.375, 1.0311434915199105, 38741763.58485904, 1.984875068594469e+16, 553754169.4726193
2146.625, 1.0313182033573607, 38811589.25819626, 1.998966333746559e+16, 553660363.8533862
2146.875, 1.0314935230387232, 38881447.257880256, 2.0131388200066976e+16, 553566250.7697316
2147.125, 1.0316704848519482, 38951392.56466644, 2.0274036740059812e+16, 553471307.9964309
2147.375, 1.0318479183763734, 39021362.94325123, 2.0417491447997204e+16, 553376127.0792843
2147.625, 1.032026835608737, 39091412.171164796, 2.056186223974543e+16, 553280197.3791379
2147.875, 1.0322065603641621, 39161504.29281593, 2.070708250593486e+16, 553183860.620604
2148.125, 1.0323873062348365, 39231650.6537224, 2.085317894341021e+16, 553087009.1355609
2148.375, 1.0325693532690527, 39301866.08364811, 2.100018544564525e+16, 552989502.5271192
2148.625, 1.0327519479158702, 39372110.58222206, 2.11480263676319e+16, 552891720.20097
2148.875, 1.0329363487736731, 39442450.872278534, 2.1296840080682748e+16, 552793029.5423428
2149.125, 1.0331212457960304, 39512817.45367639, 2.1446491107666156e+16, 552694089.6264607
2149.375, 1.033307599221995, 39583261.19908362, 2.1597086708013896e+16, 552594418.1710521
2149.625, 1.0334948937985506, 39653754.75380036, 2.174857587883937e+16, 552494274.5549825
2149.875, 1.0336831575533074, 39724299.6011556, 2.190096604263934e+16, 552393644.7172345
2150.125, 1.033872882399671, 39794921.6797049, 2.2054314941126324e+16, 552292282.7672156
2150.375, 1.0340631184616527, 39865570.77721572, 2.220852374801282e+16, 552190664.6867743
2150.625, 1.0342552655270083, 39936320.740804784, 2.23637496199705e+16, 552088090.2397401
2150.875, 1.0344479773041018, 40007100.46481307, 2.251984987634795e+16, 551985233.5336868
2151.125, 1.0346420976236526, 40077954.41928479, 2.2676921586378524e+16, 551881672.797974
2151.375, 1.0348373190014502, 40148866.30843388, 2.283493545956873e+16, 551777562.4127744
2151.625, 1.0350334339997111, 40219825.217450835, 2.2993873161260148e+16, 551673005.9312574
2151.875, 1.0352311994013408, 40290870.81487618, 2.315382312645561e+16, 551567626.6124734
2152.125, 1.0354295057595913, 40361944.809292436, 2.3314666683491524e+16, 551461977.7022772
2152.375, 1.0356296749062348, 40433116.46617021, 2.347655588046036e+16, 551355401.2567945
2152.625, 1.0358305736183544, 40504326.297558405, 2.3639368700490292e+16, 551248462.0098823
2152.875, 1.036032802593142, 40575605.734935015, 2.3803177202160336e+16, 551140861.244281
2153.125, 1.0362363292701156, 40646952.92903977, 2.3967982322915864e+16, 551032615.9970517
2153.375, 1.0364406400330364, 40718341.06250563, 2.413373089043183e+16, 550923981.3469274
2153.625, 1.0366468306828542, 40789827.12923519, 2.4300551524019148e+16, 550814414.3174449
2153.875, 1.0368535956085068, 40861343.07168723, 2.446830102812772e+16, 550704562.6916473
2154.125, 1.0370621366910926, 40932951.33387815, 2.4637120915217116e+16, 550593831.3050109
2154.375, 1.0372716168759506, 41004608.28994303, 2.480692051416828e+16, 550482635.3903977
2154.625, 1.0374823069201182, 41076327.97904402, 2.4977735679637068e+16, 550370841.0175395
2154.875, 1.0376945398515052, 41148127.46741088, 2.5149609365412436e+16, 550258284.4895194
2155.125, 1.0379074016009333, 41219959.47871097, 2.5322441409069656e+16, 550145417.338072
2155.375, 1.038122425292899, 41291903.013942555, 2.549641344909797e+16, 550031483.6933745
2155.625, 1.038338060548801, 41363878.017062716, 2.5671351354852972e+16, 549917248.7575145
2155.875, 1.0385553345964111, 41435937.33179725, 2.584737906287876e+16, 549802206.5195035
2156.125, 1.0387738148296222, 41508058.533434786, 2.6024451183144196e+16, 549686570.9211696
2156.375, 1.0389933297108875, 41580232.82073655, 2.62025528546441e+16, 549570426.3471829
2156.625, 1.0392146943223524, 41652501.734044, 2.638178411665396e+16, 549453373.1129228
2156.875, 1.0394366953600782, 41724803.17105589, 2.65620082169869e+16, 549336007.3959578
2157.125, 1.0396607625179288, 41797209.98965863, 2.674339783594473e+16, 549217628.1624705
2157.375, 1.0398857046508232, 41869661.29942981, 2.6925818123854816e+16, 549098820.3336698
2157.625, 1.0401120835362763, 41942185.66591334, 2.7109340434852176e+16, 548979308.7300386
2157.875, 1.0403400076620202, 42014788.35836311, 2.729398256605618e+16, 548859041.305984
2158.125, 1.0405687222408673, 42087431.11772248, 2.7479660523264716e+16, 548738387.249117
2158.375, 1.0407996698070774, 42160186.702316426, 2.7666550426811344e+16, 548616642.571581
2158.625, 1.041031298674325, 42232976.62435603, 2.7854473263781572e+16, 548494565.5380303
2158.875, 1.0412647570631273, 42305858.7008887, 2.804357093431008e+16, 548371596.263202
2159.125, 1.0414994693700255, 42378803.719104856, 2.8233779977185776e+16, 548248016.3717548
2159.375, 1.0417353363163306, 42451806.69561057, 2.8425093978104824e+16, 548123874.2091249
2159.625, 1.041973175126077, 42524908.31342323, 2.861761595139522e+16, 547998773.255434
2159.875, 1.0422117259736519, 42598045.50675173, 2.8811200210373056e+16, 547873326.267847
2160.125, 1.0424524841994023, 42671292.737571634, 2.9006031915274988e+16, 547746807.5985359
2160.375, 1.0426942243223323, 42744588.74164506, 2.9201968815590988e+16, 547619812.9464126
2160.625, 1.0429374656336041, 42817959.313444264, 2.939907914009804e+16, 547492090.580773
2160.875, 1.043182439664113, 42891415.64156619, 2.9597396124013236e+16, 547363529.5591197
2161.125, 1.0434281892693102, 42964910.3546912, 2.9796809447398236e+16, 547234593.1504084
2161.375, 1.0436764421368052, 43038528.506492525, 2.9997533988446252e+16, 547104447.0299628
2161.625, 1.0439254607085913, 43112184.27940411, 3.019936431845231e+16, 546973931.4358726
2161.875, 1.0441763026904824, 43185929.62804459, 3.0402434819771684e+16, 546842536.0498039
2162.125, 1.0444286667265625, 43259749.462561704, 3.0606714118742496e+16, 546710407.4367229
2162.375, 1.0446820934647856, 43333621.303309135, 3.0812151919826256e+16, 546577766.8826592
2162.625, 1.0449378498688764, 43407606.71033266, 3.101890869936187e+16, 546444005.8377285
2162.875, 1.0451944094511787, 43481631.17027944, 3.122680317947634e+16, 546309858.8953573
2163.125, 1.0454530835458649, 43555758.30203406, 3.1436002079356028e+16, 546174696.5805842
2163.375, 1.0457131049404897, 43629950.59126162, 3.164641660999259e+16, 546038888.3529394
2163.625, 1.045974442000162, 43704206.50805068, 3.1858048848881144e+16, 545902449.3785956
2163.875, 1.046237973855901, 43778568.137555555, 3.2071012748092724e+16, 545764959.9130144
2164.125, 1.046502349421817, 43852970.336624235, 3.22851473667055e+16, 545627066.901621
2164.375, 1.046769091563985, 43927486.06209594, 3.250064675927783e+16, 545488043.0623435
2164.625, 1.0470370496382992, 44002059.87310614, 3.2717374221999616e+16, 545348439.1774632
2164.875, 1.0473065342656234, 44076706.60813095, 3.29353743758165e+16, 545208107.0690854
2165.125, 1.0475781253405367, 44151453.54263017, 3.315472486554047e+16, 545066771.7907233
2165.375, 1.0478506039203597, 44226242.6483493, 3.3375280268078636e+16, 544925014.0300273
2165.625, 1.0481256546321376, 44301153.58263627, 3.359725627530399e+16, 544782033.3976324
2165.875, 1.0484018417609666, 44376118.11033425, 3.382047980909152e+16, 544638513.3998142
2166.125, 1.048679716346829, 44451162.21848053, 3.404502590158066e+16, 544494192.5023826
2166.375, 1.048959664266546, 44526303.67699494, 3.4270948501007516e+16, 544348889.2549748
2166.625, 1.049240546937437, 44601488.99278499, 3.4498111437273164e+16, 544203143.2493819
2166.875, 1.0495241518386509, 44676801.56072369, 3.4726744731728576e+16, 544056109.6839254
2167.125, 1.049808873982586, 44752166.12991866, 3.49566530770304e+16, 543908548.6133643
2167.375, 1.0500953854874178, 44827613.983625375, 3.518792724613162e+16, 543760142.6977315
2167.625, 1.0503840009800343, 44903159.33505128, 3.542061255137405e+16, 543610745.1431367
2167.875, 1.0506736019763157, 44978750.320809044, 3.565457478006977e+16, 543460883.2365234
2168.125, 1.0509660106698206, 45054470.80885151, 3.589004967393714e+16, 543309700.3714684
2168.375, 1.051259587144865, 45130244.91327311, 3.612683665941408e+16, 543157969.0769385
2168.625, 1.0515549868778904, 45206102.72897796, 3.6365025038619016e+16, 543005381.5191574
2168.875, 1.0518525948931305, 45282061.465426736, 3.660466941242909e+16, 542851758.7527962
2169.125, 1.0521512430455027, 45358067.688455746, 3.684562868166824e+16, 542697648.5817426
2169.375, 1.0524527105006245, 45434202.15608817, 3.708813444150985e+16, 542542219.1734182
2169.625, 1.0527554756677502, 45510395.37657488, 3.733200018950024e+16, 542386183.6414431
2169.875, 1.053060020163833, 45586669.15473124, 3.757729377327012e+16, 542229317.0365034
2170.125, 1.053366960393445, 45663050.889708616, 3.782409950419977e+16, 542071333.5270838
2170.375, 1.0536749992475105, 45739482.05232848, 3.807225934838356e+16, 541912838.1722196
2170.625, 1.0539857846592249, 45816036.424056865, 3.832198925929288e+16, 541753064.7575426
2170.875, 1.0542980872650365, 45892658.51908038, 3.857313929001218e+16, 541592586.6679392
2171.125, 1.0546120371152012, 45969354.1424782, 3.8825732971960024e+16, 541431343.500357
2171.375, 1.0549286637443023, 46046168.67502607, 3.907990775097401e+16, 541268859.4341098
2171.625, 1.0552464516199158, 46123034.65443808, 3.93354772421469e+16, 541105837.6084801
2171.875, 1.055566819069168, 46200014.6698647, 3.9592629284671e+16, 540941622.230175
2172.125, 1.0558890236071434, 46277075.502023496, 3.985127543325841e+16, 540776558.4778631
2172.375, 1.0562126445709679, 46354198.64522202, 4.0111369089006104e+16, 540610840.6151329
2172.625, 1.0565393280115518, 46431455.85080308, 4.037312725657765e+16, 540443711.2315466
2172.875, 1.056867239593454, 46508766.60146071, 4.063632212975522e+16, 540276016.6939828
2173.125, 1.0571974579064785, 46586177.832248874, 4.090109894096964e+16, 540107261.0413952
2173.375, 1.0575299447454882, 46663687.42451359, 4.116745916893104e+16, 539937463.9059778
2173.625, 1.057863696546205, 46741251.82326526, 4.1435281472599224e+16, 539767086.1975324
2173.875, 1.0582006335844456, 46818953.63784747, 4.170481902368052e+16, 539595249.0405017
2174.125, 1.0585390595000228, 46896719.36054313, 4.197586097980714e+16, 539422731.0542089
2174.375, 1.05887940197288, 46974567.348954804, 4.2248469675189896e+16, 539249336.6704806
2174.625, 1.0592225678801364, 47052535.92557662, 4.252276823096455e+16, 539074653.7922109
2174.875, 1.0595670729843174, 47130561.5437384, 4.279857320797572e+16, 538899360.433258
2175.125, 1.0599143192808969, 47208703.65164114, 4.307607220335485e+16, 538722818.6457287
2175.375, 1.0602636672587, 47286934.62382066, 4.3355189680138184e+16, 538545321.6367887
2175.625, 1.0606144123063876, 47365224.667568, 4.363584256570218e+16, 538367189.6547371
2175.875, 1.0609686713120479, 47443662.54062805, 4.39183104886737e+16, 538187463.8481133
2176.125, 1.061324348452648, 47522159.77198796, 4.4202330656621544e+16, 538007096.1352557
2176.375, 1.0616821855420833, 47600747.40612511, 4.448800635508194e+16, 537825750.7639314
2176.625, 1.062042880057266, 47679453.943837434, 4.477543396606344e+16, 537643114.76208
2176.875, 1.0624050369755669, 47758221.167745896, 4.506444133709198e+16, 537459818.9222815
2177.125, 1.0627700913809761, 47837108.29456201, 4.535522081925703e+16, 537275217.1250151
2177.375, 1.0631373739516963, 47916087.13043032, 4.564769304162893e+16, 537089613.180529
2177.625, 1.0635061652935305, 47995128.048184164, 4.5941773238557336e+16, 536903330.7234999
2177.875, 1.0638785643080806, 48074316.66620934, 4.623773910348652e+16, 536715429.1321562
2178.125, 1.0642525929556292, 48153571.65511015, 4.653534311140217e+16, 536526797.7260139
2178.375, 1.0646287127398428, 48232911.81077652, 4.6834652768945384e+16, 536337229.82528347
2178.625, 1.065008051884075, 48312382.38197611, 4.7135820554800104e+16, 536146223.2885362
2178.875, 1.065388989613839, 48391917.48005063, 4.743864531743548e+16, 535954503.42902255
2179.125, 1.065772648406237, 48471562.2162324, 4.774327972097272e+16, 535761570.25905746
2179.375, 1.066159012502854, 48551315.36990813, 4.804972881537354e+16, 535567433.45322853
2179.625, 1.0665470268904127, 48631134.544583425, 4.835786471334643e+16, 535372562.9329656
2179.875, 1.0669383557647527, 48711085.83501406, 4.866790976037007e+16, 535176221.0004424
2180.125, 1.0673319151348883, 48791125.54957114, 4.897973153106549e+16, 534978891.07921565
2180.375, 1.0677271786004938, 48871232.809307635, 4.929327052987434e+16, 534780806.3857023
2180.625, 1.0681263099227518, 48951492.57395185, 4.9608813220080504e+16, 534581012.280009
2180.875, 1.0685272397340635, 49031822.86383881, 4.992610059973975e+16, 534380425.1189817
2181.125, 1.0689303223104656, 49112237.57140972, 5.024518678445926e+16, 534178888.68232
2181.375, 1.0693369969718243, 49192792.36734021, 5.056626464800064e+16, 533975771.8895472
2181.625, 1.0697454773061335, 49273417.28054139, 5.088911214115435e+16, 533771862.1027955
2181.875, 1.0701565632378962, 49354143.252080835, 5.121384076393775e+16, 533566808.5907011
2182.125, 1.0705709141276643, 49434995.15916165, 5.154054284405617e+16, 533360325.2252602
2182.375, 1.0709871300481373, 49515918.77309094, 5.186904653570658e+16, 533153026.18312305
2182.625, 1.0714063548173045, 49596957.799282394, 5.219950749461348e+16, 532944412.5012872
2182.875, 1.0718285697796768, 49678110.88725381, 5.253193082376835e+16, 532734495.37772554
2183.125, 1.0722527113474012, 49759337.29837465, 5.286618834877258e+16, 532523739.2506539
2183.375, 1.0726802116463006, 49840691.12155644, 5.320247262703844e+16, 532311522.46959215
2183.625, 1.073110483657878, 49922149.50474588, 5.354071587350615e+16, 532098103.1649146
2183.875, 1.0735427461356142, 50003682.855658524, 5.38808265332705e+16, 531883820.87532604
2184.125, 1.0739786600215775, 50085353.18353614, 5.422302634089514e+16, 531667958.1650173
2184.375, 1.074417187325624, 50167120.99993523, 5.456718987929843e+16, 531450967.0060794
2184.625, 1.0748577712659844, 50248965.449306145, 5.491325467757114e+16, 531233088.2391614
2184.875, 1.0753022380245254, 50330953.92852529, 5.5261463358119976e+16, 531013536.94860953
2185.125, 1.0757492239110842, 50413035.32758625, 5.561164904507121e+16, 530792903.17540616
2185.375, 1.076198334837844, 50495195.04442653, 5.596377038013878e+16, 530571356.5913629
2185.625, 1.076651494695315, 50577503.263221465, 5.631808218527254e+16, 530348074.4011286
2185.875, 1.0771071476799998, 50659902.40188397, 5.667439346776605e+16, 530123726.1326647
2186.125, 1.0775649965408414, 50742381.55990113, 5.703267547124175e+16, 529898439.19776624
2186.375, 1.0780269912402876, 50825011.04530253, 5.7393186054770104e+16, 529671383.84653676
2186.625, 1.0784915254173004, 50907732.08319652, 5.775572822329125e+16, 529443247.963025
2186.875, 1.0789583287237978, 50990534.85817849, 5.812027683442175e+16, 529214146.93785757
2187.125, 1.0794293012375362, 51073487.08936057, 5.8487083023065656e+16, 528983276.37575454
2187.375, 1.0799029359038927, 51156534.215374656, 5.885596285210372e+16, 528751278.7603061
2187.625, 1.0803789152354026, 51239664.824566334, 5.922688535549951e+16, 528518289.0002968
2187.875, 1.0808590093329637, 51322941.27023307, 5.96000847975431e+16, 528283561.6104
2188.125, 1.081341969099855, 51406318.69983456, 5.997541059992671e+16, 528047627.1503604
2188.375, 1.0818273516127466, 51489781.36886609, 6.03528160198839e+16, 527810672.9123487
2188.625, 1.0823167126312054, 51573383.43218873, 6.073250785044382e+16, 527572047.14326715
2188.875, 1.0828092279232662, 51657095.374990344, 6.111438986071758e+16, 527332099.5439002
2189.125, 1.0833042465409326, 51740894.32711261, 6.149838908194598e+16, 527091103.9523346
2189.375, 1.083803021067108, 51824823.36373635, 6.1884673668588376e+16, 526848538.48500496
2189.625, 1.0843053276589782, 51908874.02913052, 6.227322362262086e+16, 526604500.55446684
2189.875, 1.0848102205085481, 51993013.4837774, 6.2663928892122936e+16, 526359385.93431103
2190.125, 1.0853185558099798, 52077270.79592329, 6.305690738315775e+16, 526112839.9679788
2190.375, 1.0858308948846047, 52161664.38873154, 6.3452238534839704e+16, 525864633.645945
2190.625, 1.0863459057732419, 52246148.56106523, 6.384976382120372e+16, 525615321.3483717
2190.875, 1.0868639506720323, 52330735.405107185, 6.424953887347761e+16, 525364754.18491006
2191.125, 1.0873865693750868, 52415476.12613607, 6.46517664144266e+16, 525112300.33264375
2191.375, 1.0879119501678347, 52500309.50499692, 6.505622922906452e+16, 524858709.6478372
2191.625, 1.0884401189459214, 52585236.26584976, 6.546294058926358e+16, 524603972.1572076
2191.875, 1.0889730073909196, 52670319.34656455, 6.5872146728439e+16, 524347298.72797024
2192.125, 1.0895090071391342, 52755505.351799525, 6.62836596236623e+16, 524089352.18873775
2192.375, 1.09004788517273, 52840786.3782491, 6.66974602290134e+16, 523830228.9683271
2192.625, 1.0905908618560485, 52926202.1631412, 6.711371108625361e+16, 523569433.21979797
2192.875, 1.091137746685689, 53011745.66403984, 6.753239711891593e+16, 523307047.06605697
2193.125, 1.0916876037878058, 53097385.947285704, 6.795341148390774e+16, 523043453.35608333
2193.375, 1.0922408202767622, 53183135.35300055, 6.837681276270888e+16, 522778496.3294628
2193.625, 1.0927988559177322, 53269040.364291176, 6.8802791861462216e+16, 522511588.999124
2193.875, 1.09335996060662, 53355043.95553803, 6.9231140679106296e+16, 522243442.69142306
2194.125, 1.0939241644158089, 53441146.91195051, 6.9661873487055944e+16, 521974046.34579355
2194.375, 1.0944930285595278, 53527398.58091802, 7.009519380230816e+16, 521702774.4971898
2194.625, 1.095065655607441, 53613769.6258329, 7.053099976140178e+16, 521429992.55719197
2194.875, 1.0956414826487155, 53700241.87621282, 7.0969232186544536e+16, 521155928.321366
2195.125, 1.096220972986337, 53786829.656845436, 7.1409958890562856e+16, 520880398.12361884
2195.375, 1.0968054033264885, 53873572.28978626, 7.1853346596048024e+16, 520602896.69792163
2195.625, 1.0973931369926961, 53960417.94256676, 7.229920371428562e+16, 520324080.4000374
2195.875, 1.0979842070283576, 54047367.42050537, 7.274754515779643e+16, 520043937.4804985
2196.125, 1.0985799305327693, 54134461.06638906, 7.319854314081293e+16, 519761948.2602924
2196.375, 1.0991798606291432, 54221684.24847171, 7.36521520948872e+16, 519478294.8794634
2196.625, 1.0997832342773217, 54309013.07330346, 7.410828916006795e+16, 519193281.6838787
2196.875, 1.100390086183384, 54396448.34802212, 7.456696952972592e+16, 518906896.5822379
2197.125, 1.1010023989799202, 54484049.79977044, 7.502844537015371e+16, 518618363.6407206
2197.375, 1.1016183741245293, 54571762.02582965, 7.549250706227648e+16, 518328394.48496014
2197.625, 1.1022379389062913, 54659582.5404848, 7.59591569216939e+16, 518037019.5093887
2197.875, 1.1028615114509834, 54747523.57822921, 7.642845691986907e+16, 517744077.4508872
2198.125, 1.1034903923575416, 54835623.259960346, 7.690057422634814e+16, 517449065.96565944
2198.375, 1.104122976818693, 54923833.046606526, 7.737532503932091e+16, 517152614.5008182
2198.625, 1.1047593025750697, 55012153.75685335, 7.785272516301824e+16, 516854710.37327754
2198.875, 1.1054000667640125, 55100605.55324375, 7.833286976523069e+16, 516555086.21714437
2199.125, 1.1060459839012493, 55189208.62335497, 7.881585479806323e+16, 516253471.13936186
2199.375, 1.1066957601081908, 55277924.41935759, 7.93015352450987e+16, 515950368.78024113
2199.625, 1.1073494348336854, 55366753.75681908, 7.978992718321898e+16, 515645766.1685679
2199.875, 1.1080077569469373, 55455717.88902691, 8.028113143906086e+16, 515339378.8155699
2200.125, 1.1086713046437482, 55544832.67065143, 8.077522718256506e+16, 515030990.79410154
2200.375, 1.1093388726730904, 55634062.78862819, 8.127208140094467e+16, 514721067.41608775
2200.625, 1.1100105023220568, 55723409.064076856, 8.177171052767003e+16, 514409595.38973784
2200.875, 1.1106867520605102, 55812886.94623798, 8.227419233162024e+16, 514096365.33212405
2201.125, 1.1113685438624208, 55902521.744625375, 8.277964651860862e+16, 513781032.92953914
2201.375, 1.1120545230270336, 55992274.473102175, 8.328792336539418e+16, 513464116.40124667
2201.625, 1.1127447326134323, 56082145.94911497, 8.379903959819608e+16, 513145602.19365364
2201.875, 1.1134392833794007, 56172138.8583807, 8.431301993798533e+16, 512825451.4145372
2202.125, 1.1141399510335126, 56262301.84183285, 8.483008416309768e+16, 512503001.8543534
2202.375, 1.1148449790073487, 56352585.33708679, 8.53500364400025e+16, 512178918.71858805
2202.625, 1.1155544121815186, 56442990.15880729, 8.587289381135486e+16, 511853188.19711083
2202.875, 1.116268295998669, 56533517.12208969, 8.639867340753202e+16, 511525796.38094926
2203.125, 1.1169878356743996, 56624198.497841135, 8.692752726767128e+16, 511196299.11059415
2203.375, 1.1177125691506078, 56715020.8139416, 8.745941211148222e+16, 510864874.55101895
2203.625, 1.1184418884160638, 56805967.007588685, 8.799426882522173e+16, 510531752.3874461
2203.875, 1.1191758407375592, 56897037.89030099, 8.853211484017286e+16, 510196918.4897724
2204.125, 1.1199145673092672, 56988236.7607036, 8.907297844694789e+16, 509860324.3276245
2204.375, 1.1206596816832992, 57079605.83310827, 8.961705697984366e+16, 509521382.58271587
2204.625, 1.121409568339664, 57171101.303450495, 9.016417526149394e+16, 509180692.5461886
2204.875, 1.1221642763743287, 57262723.97747619, 9.071435101609875e+16, 508838239.8919824
2205.125, 1.1229238554538232, 57354474.65994055, 9.12676020521418e+16, 508494010.2118716
2205.375, 1.1236887651103313, 57446364.79651911, 9.182399292415832e+16, 508147840.55009526
2205.625, 1.1244599193765432, 57538417.302093394, 9.238363901992509e+16, 507799405.71405405
2205.875, 1.1252360892636601, 57630599.48898753, 9.29464118301665e+16, 507449157.0120195
2206.125, 1.1260173262856155, 57722912.153607294, 9.351232945488826e+16, 507097079.86742705
2206.375, 1.126803682526896, 57815356.09114714, 9.40814100730971e+16, 506743159.6330756
2206.625, 1.1275954694643753, 57907938.662135996, 9.465370108704355e+16, 506387288.94715804
2206.875, 1.1283938263725546, 58000687.92215298, 9.522934224303283e+16, 506029066.50350535
2207.125, 1.1291974524486292, 58093570.08816608, 9.580819878923931e+16, 505668963.93568885
2207.375, 1.1300064016342208, 58186585.94389014, 9.639028918916006e+16, 505306966.45912325
2207.625, 1.1308207284454976, 58279736.27076494, 9.69756319836047e+16, 504943059.22813714
2207.875, 1.1316404879734476, 58373021.848085545, 9.756424578964598e+16, 504577227.33859676
2208.125, 1.1324668608214572, 58466471.13101485, 9.815627386173117e+16, 504209059.9008808
2208.375, 1.1332991591641253, 58560066.192015916, 9.875165132369896e+16, 503838806.9422511
2208.625, 1.1341370468596348, 58653798.084831595, 9.935035333801443e+16, 503466592.133952
