# Mach45 analytic profile (Lowrie & Edwards 2008)
# Np=2000  xmin=1950.0  xmax=2450.0  shock_x=2300.0
# x(cm), rho(g/cc), T_gas(K), Erad(erg/cc), v_x(cm/s)
2050.625, 1.0015979855294836, 7178638.740116541, 53718488702884.695, 570089006.021501
2050.875, 1.0016713955745653, 7441775.288446535, 59287889483863.7, 570047225.5980687
2051.125, 1.0017415307854303, 7691490.109494737, 65011611616642.71, 570007314.7226539
2051.375, 1.0018088754814163, 7929671.712690119, 70890514062821.52, 569968997.0637575
2051.625, 1.0018738088313752, 8157797.264352627, 76925161209664.44, 569932056.2897525
2051.875, 1.0019366402247718, 8377075.353244688, 83115972779485.73, 569896315.881843
2052.125, 1.001997617694702, 8588482.032742111, 89461260874727.38, 569861634.3257548
2052.375, 1.0020569454788042, 8792814.522308392, 95960787710863.45, 569827895.0991019
2052.625, 1.0021147980669847, 8990757.563382372, 102614113990977.61, 569794998.650289
2052.875, 1.0021713210479473, 9182882.764487585, 109420320557527.38, 569762861.9190813
2053.125, 1.0022266423806396, 9369694.014938224, 116379107411079.19, 569731411.9012718
2053.375, 1.002280868889982, 9551610.928141441, 123489509928496.03, 569700587.6546884
2053.625, 1.0023340928455413, 9728995.390484855, 130750441725059.38, 569670336.5433888
2053.875, 1.0023863952937164, 9902164.99628534, 138160825476730.72, 569640612.3357608
2054.125, 1.002437855487632, 10071435.896161886, 145721039213046.25, 569611369.813196
2054.375, 1.0024885385847873, 10237065.504797207, 153430519416397.75, 569582571.806213
2054.625, 1.0025385024341087, 10399282.091443246, 161288650775991.12, 569554185.3164438
2054.875, 1.002587793154105, 10558262.306504346, 169293517803747.44, 569526184.0496001
2055.125, 1.0026364646885333, 10714224.887833962, 177446049891224.4, 569498537.2245631
2055.375, 1.002684558061581, 10867330.439655501, 185745371112214.66, 569471221.4463587
2055.625, 1.002732107956157, 11017711.28950382, 194189870238838.28, 569444216.9453295
2055.875, 1.0027791576483205, 11165546.686801571, 202781122791823.88, 569417499.0221553
2056.125, 1.0028257363535764, 11310947.92802901, 211517952764753.66, 569391051.0252963
2056.375, 1.0028718738920233, 11454032.837136177, 220399873698421.9, 569364855.9511373
2056.625, 1.0029175960500387, 11594899.595500393, 229426026221666.97, 569338899.104403
2056.875, 1.0029629334213672, 11733676.120333027, 238597679117494.28, 569313163.0251297
2057.125, 1.0030079079776808, 11870445.427372355, 247914167401935.3, 569287635.1948231
2057.375, 1.0030525405348791, 12005288.360571008, 257374679853216.78, 569262303.7518077
2057.625, 1.003096851369982, 12138283.594528522, 266978875430657.8, 569237157.1408166
2057.875, 1.0031408599287273, 12269507.85780086, 276726563087563.03, 569212184.2787124
2058.125, 1.0031845849870011, 12399035.892975764, 286617887811364.06, 569187374.4626067
2058.375, 1.0032280444286976, 12526940.553484822, 296653111849106.1, 569162717.4956188
2058.625, 1.0032712555068488, 12653292.859870221, 306832874550531.75, 569138203.5383973
2058.875, 1.0033142295494037, 12778127.875837987, 317155470566344.2, 569113826.1608741
2059.125, 1.0033569805835179, 12901498.819582613, 327620672986269.44, 569089577.3767288
2059.375, 1.0033995293147997, 13023507.40074213, 338232446871496.3, 569065445.3370897
2059.625, 1.0034418756212904, 13144114.048719577, 348983756202503.6, 569041430.2150986
2059.875, 1.0034840457417868, 13263465.039289117, 359882801069022.5, 569017516.9509506
2060.125, 1.0035260387102543, 13381515.606277552, 370922138990841.0, 568993706.2063177
2060.375, 1.003567874044826, 13498371.318083018, 382107301227490.6, 568969986.7884958
2060.625, 1.0036095610926068, 13614065.176781602, 393438011017834.75, 568946353.3851584
2060.875, 1.0036511030409079, 13728581.52728561, 404909440755879.3, 568922804.2603197
2061.125, 1.0036925159542225, 13842010.068612412, 416526631034793.7, 568899330.195893
2061.375, 1.0037338080892788, 13954379.176726298, 428289387573121.44, 568875926.502909
2061.625, 1.0037749872667172, 14065716.770447327, 440197350145735.8, 568852588.7398934
2061.875, 1.0038160609293534, 14176045.640545094, 452250025707168.3, 568829312.6888826
2062.125, 1.0038570358318453, 14285382.758145034, 464446330851857.25, 568806094.5336232
2062.375, 1.0038979215176624, 14393776.819747576, 476788444538505.9, 568782928.8141508
2062.625, 1.0039387253402223, 14501253.848166034, 489276738628187.2, 568759811.3540283
2062.875, 1.003979454237917, 14607839.467688913, 501911452635477.2, 568736738.211973
2063.125, 1.0040201148496424, 14713558.868090698, 514692819635583.75, 568713705.6162868
2063.375, 1.0040607137491249, 14818436.755984163, 527621310844847.4, 568690709.832024
2063.625, 1.0041012566653664, 14922491.285577843, 540696534200670.75, 568667747.6166111
2063.875, 1.0041417488893012, 15025730.611634936, 553917184405570.5, 568644815.9992325
2064.125, 1.0041821974097327, 15128193.751086798, 567285645448234.2, 568621910.9746246
2064.375, 1.0042226079070928, 15229903.771515809, 580802600232391.8, 568599029.3131492
2064.625, 1.0042629858912642, 15330883.30511125, 594468883224398.6, 568576167.8811641
2064.875, 1.0043033365754315, 15431154.513651686, 608285374356614.5, 568553323.7123237
2065.125, 1.0043436640824788, 15530704.10049318, 622248560699869.0, 568530494.5508015
2065.375, 1.0043839740142462, 15629562.002788158, 636360340620624.9, 568507677.192581
2065.625, 1.0044242717600949, 15727770.805200545, 650624542939672.8, 568484868.5145822
2065.875, 1.0044645615448324, 15825342.816691982, 665041151995513.4, 568462066.1315286
2066.125, 1.0045048474967568, 15922238.640165394, 679602962148844.8, 568439267.8656932
2066.375, 1.0045451343004075, 16018541.367008105, 694319632352439.4, 568416470.8692105
2066.625, 1.0045854259720204, 16114246.015440192, 709189119096204.9, 568393672.9236586
2066.875, 1.0046257277720296, 16209330.834238013, 724207054278088.9, 568370871.1668255
2067.125, 1.0046660426271892, 16303875.893298294, 739383690388975.1, 568348063.7352704
2067.375, 1.0047063762989437, 16397819.818503521, 754708468167971.2, 568325247.6109754
2067.625, 1.004746730453178, 16491238.24073712, 770190872498836.6, 568302421.650159
2067.875, 1.0047871101496693, 16584105.768323282, 785825751003092.4, 568279583.1182882
2068.125, 1.0048275183739726, 16676452.930763511, 801616462497514.0, 568256730.2686634
2068.375, 1.004867958999064, 16768282.886236565, 817562240840365.2, 568233860.9427315
2068.625, 1.0049084355146924, 16859612.21346106, 833664662108514.5, 568210973.1538551
2068.875, 1.0049489518668338, 16950442.42920114, 849922669693550.2, 568188064.7095927
2069.125, 1.0049895098150163, 17040805.729740787, 866340516231403.4, 568165134.5391634
2069.375, 1.0050301161968884, 17130673.2021545, 882912217862833.8, 568142178.9350033
2069.625, 1.0050707674989172, 17220120.538372826, 899649423180804.0, 568119199.6271778
2069.875, 1.0051114776888939, 17309061.450725723, 916536448983993.4, 568096189.1196858
2070.125, 1.0051522391292875, 17397596.509283386, 933589451874297.0, 568073151.3591135
2070.375, 1.0051930603207384, 17485690.681240965, 950801451249160.8, 568050081.7345754
2070.625, 1.0052339451036794, 17573348.207618944, 968172230589450.6, 568026978.1058209
2070.875, 1.0052748899582533, 17660619.356123444, 985709830346547.0, 568003842.2825695
2071.125, 1.0053159070471713, 17747455.28740281, 1003404603161826.6, 567980667.6643584
2071.375, 1.0053569940442229, 17833896.140182734, 1021263008771484.4, 567957455.4276518
2071.625, 1.0053981498120381, 17919969.353390843, 1039289334451120.8, 567934206.1277062
2071.875, 1.0054393859245818, 18005637.458090764, 1057475849552171.8, 567910913.4595119
2072.125, 1.0054807018027927, 18090925.738511793, 1075826532309772.4, 567887577.67487
2072.375, 1.00552209494217, 18175864.47990084, 1094346443157413.2, 567864200.0793793
2072.625, 1.005563570008397, 18260450.64687022, 1113034499506475.6, 567840778.098871
2072.875, 1.0056051402912045, 18344648.025395285, 1131882782718713.8, 567817304.4783947
2073.125, 1.0056467961105648, 18428513.325979654, 1150901825340620.5, 567793784.4238867
2073.375, 1.005688540118988, 18512051.399148695, 1170092200434344.8, 567770216.4551406
2073.625, 1.005730375538932, 18595264.625338748, 1189453838395266.8, 567746598.7853892
2073.875, 1.0057723180372933, 18678115.061694197, 1208978185889969.8, 567722922.8520623
2074.125, 1.0058143566695994, 18760654.92365663, 1228675638393556.5, 567699194.5717272
2074.375, 1.0058564938815058, 18842888.876022786, 1248546697574178.2, 567675412.582448
2074.625, 1.0058987321309694, 18924821.534930903, 1268591903219867.0, 567651575.5157338
2074.875, 1.0059410743516466, 19006456.36716045, 1288811661770688.2, 567627681.742425
2075.125, 1.0059835360529192, 19087763.35156024, 1309198818240466.0, 567603722.7700418
2075.375, 1.006026106301932, 19168784.701216724, 1329762190782421.0, 567579704.5370514
2075.625, 1.0060687875759968, 19249524.795840807, 1350502488579664.0, 567555625.6654285
2075.875, 1.0061115822580802, 19329987.99185117, 1371420353173074.2, 567531484.8307576
2076.125, 1.0061544926940869, 19410178.608211186, 1392516416877979.8, 567507280.7299039
2076.375, 1.0061975212867904, 19490100.898407303, 1413791400891705.0, 567483012.0280279
2076.625, 1.0062406722921113, 19569755.14069357, 1435245107808170.0, 567458676.3770106
2076.875, 1.0062839557525238, 19649129.99058832, 1456874369989154.0, 567434268.2640469
2077.125, 1.0063273642346924, 19728250.827704273, 1478685029108099.0, 567409791.7357807
2077.375, 1.0063709000336454, 19807121.69310976, 1500677861899514.8, 567385245.5193166
2077.625, 1.006414565389541, 19885746.600626413, 1522853619335216.0, 567360628.3730409
2077.875, 1.0064583625235606, 19964129.520547163, 1545213064932059.8, 567335939.0663793
2078.125, 1.0065022937003836, 20042274.35112677, 1567757043162594.8, 567311176.3445716
2078.375, 1.0065463611337127, 20120184.96239323, 1590486377670616.8, 567286338.9819297
2078.625, 1.006590566983663, 20197865.200202245, 1613401868200384.2, 567261425.7832948
2078.875, 1.0066349134377965, 20275318.839204565, 1636504380285878.8, 567236435.5383607
2079.125, 1.0066794026732753, 20352549.603816155, 1659794804671423.5, 567211367.0430001
2079.375, 1.0067240368115018, 20429561.2019529, 1683274005346787.0, 567186219.1248168
2079.625, 1.0067688179580587, 20506357.293698143, 1706942866099829.2, 567160990.6206291
2079.875, 1.0068137482223218, 20582941.473083995, 1730802314436572.8, 567135680.3654147
2080.125, 1.0068588296836025, 20659317.29584226, 1754853282603498.8, 567110287.2113773
2080.375, 1.0069040643951455, 20735488.274794955, 1779096712926470.5, 567084810.0256836
2080.625, 1.0069494544067568, 20811457.89784571, 1803533575482735.2, 567059247.6777099
2080.875, 1.0069950017201594, 20887229.590717603, 1828164835052915.8, 567033599.0641751
2081.125, 1.0070407083131772, 20962806.739881657, 1852991469029765.5, 567007863.095506
2081.375, 1.0070865761361356, 21038192.690997504, 1878014464835395.0, 566982038.6978517
2081.625, 1.0071326071187434, 21113390.74538573, 1903234827869755.5, 566956124.8091972
2081.875, 1.007178803223416, 21188404.147326093, 1928653636247114.2, 566930120.3493348
2082.125, 1.0072251663007585, 21263236.1175058, 1954271894540030.0, 566904024.3012041
2082.375, 1.0072716981943814, 21337889.828474715, 1980090640683212.5, 566877835.6518675
2082.625, 1.00731840071909, 21412368.409508545, 2006110924507983.5, 566851553.4047724
2082.875, 1.0073652756784204, 21486674.939036902, 2032333826872760.0, 566825176.569868
2083.125, 1.0074123248755027, 21560812.43996805, 2058760471778349.8, 566798704.1574795
2083.375, 1.0074595500330492, 21634783.909806248, 2085391943034806.5, 566772135.2233087
2083.625, 1.0075069528438283, 21708592.30101444, 2112229337559116.5, 566745468.8400115
2083.875, 1.0075545349746609, 21782240.519084197, 2139273770609090.2, 566718704.0949277
2084.125, 1.0076022980721941, 21855731.424532954, 2166526381227808.0, 566691840.0868152
2084.375, 1.0076502437605728, 21929067.833059695, 2193988330728726.2, 566664875.9271392
2084.625, 1.0076983736159562, 22002252.51766093, 2221660778413673.8, 566637810.7543803
2084.875, 1.0077466891612794, 22075288.20907041, 2249544876786008.2, 566610643.7369537
2085.125, 1.0077951918926988, 22148177.593552895, 2277641798294841.5, 566583374.0583088
2085.375, 1.0078438832691141, 22220923.31499081, 2305952725350517.0, 566556000.9227959
2085.625, 1.007892779011938, 22293517.741421655, 2334475406744795.0, 566528515.7136254
2085.875, 1.0079418772045223, 22365966.654752556, 2363212074526788.0, 566500919.4881232
2086.125, 1.0079911704064362, 22438279.15613688, 2392166142842096.0, 566473216.3328778
2086.375, 1.0080406600029017, 22510457.76091794, 2421338844706877.5, 566445405.4947575
2086.625, 1.0080903473386813, 22582504.943487868, 2450731422069925.5, 566417486.2432425
2086.875, 1.0081402337305332, 22654423.140762236, 2480345137482060.5, 566389457.863394
2087.125, 1.0081903204548752, 22726214.74944375, 2510181263910221.5, 566361319.6627524
2087.375, 1.0082406087328701, 22797882.12266491, 2540241071913356.5, 566333070.9796802
2087.625, 1.008291099733107, 22869427.57118733, 2570525832649806.5, 566304711.1818144
2087.875, 1.0083418297042115, 22940833.462921992, 2601029558632889.5, 566276220.4128789
2088.125, 1.0083927704703708, 23012119.88761149, 2631759939189908.0, 566247614.126413
2088.375, 1.0084439200191164, 23083290.909900136, 2662718975938077.0, 566218893.4347702
2088.625, 1.0084952794324502, 23154348.7126778, 2693907991692772.5, 566190057.7548788
2088.875, 1.0085468497339547, 23225295.44051523, 2725328306098524.0, 566161106.5360913
2089.125, 1.0085986318943336, 23296133.19832016, 2756981242003762.5, 566132039.2570279
2089.375, 1.0086506302848848, 23366862.37052081, 2788867489125522.0, 566102853.5339797
2089.625, 1.0087028907303774, 23437463.894775156, 2820980232948115.0, 566073524.2832277
2089.875, 1.008755368905179, 23507962.52216821, 2853329509210876.5, 566044075.7963308
2090.125, 1.008808065678705, 23578360.22902018, 2885916687664447.5, 566014507.6090806
2090.375, 1.0088609818556231, 23648658.9533326, 2918743132846263.0, 565984819.2930341
2090.625, 1.0089141181828598, 23718860.593996193, 2951810211663470.5, 565955010.451526
2090.875, 1.0089674851358807, 23788962.928098697, 2985117667263501.0, 565925075.3631886
2091.125, 1.0090211285025055, 23858949.886508837, 3018659629956672.0, 565894988.9853499
2091.375, 1.0090749976689268, 23928845.396480177, 3052446336831858.0, 565864779.03747
2091.625, 1.0091290932768127, 23998651.233516935, 3086479206710932.5, 565834445.1818106
2091.875, 1.0091834158903148, 24068369.13412564, 3120759645607336.5, 565803987.1233033
2092.125, 1.0092379659997786, 24138000.796298828, 3155289050691018.0, 565773404.6074014
2092.375, 1.0092928073626335, 24207525.32425248, 3190059421592571.0, 565742662.7785704
2092.625, 1.0093478934808335, 24276962.653844178, 3225079676722487.5, 565711787.0932947
2092.875, 1.0094032124157766, 24346318.948057402, 3260353131287577.5, 565680784.0968014
2093.125, 1.0094587645557846, 24415595.78971064, 3295881246220404.0, 565649653.5910541
2093.375, 1.009514550242052, 24484794.72701796, 3331665502702978.0, 565618395.4033487
2093.625, 1.0095706513315386, 24553891.75123125, 3367696362548776.5, 565586964.8116659
2093.875, 1.009626997307184, 24622912.189515185, 3403985378254377.0, 565555400.3869054
2094.125, 1.0096835819201462, 24691859.593678057, 3440534905896507.0, 565523705.5604117
2094.375, 1.009740405310738, 24760735.39165094, 3477346406599787.0, 565491880.270844
2094.625, 1.0097975000390982, 24829531.780094534, 3514417266189979.5, 565459906.749061
2094.875, 1.0098549030416173, 24898240.92452543, 3551744767187445.5, 565427764.8502357
2095.125, 1.009912549822439, 24966883.088369742, 3589338789583690.5, 565395489.8239553
2095.375, 1.0099704403888141, 25035459.587242305, 3627200844642777.5, 565363081.6818253
2095.625, 1.0100285746656048, 25103971.70171072, 3665332437057480.0, 565330540.4800407
2095.875, 1.0100870623394627, 25172393.568164572, 3703722647661221.0, 565297806.3738047
2096.125, 1.0101458008307431, 25240753.57012614, 3742385215587918.0, 565264935.38652
2096.375, 1.0102047876660594, 25309053.49399029, 3781321905476857.0, 565231928.8846684
2096.625, 1.0102640225692556, 25377294.510626473, 3820534216620834.5, 565198787.0346905
2096.875, 1.0103236077654754, 25445455.00331878, 3860013018878506.5, 565165454.1010724
2097.125, 1.0103834666282105, 25513554.80703865, 3899768495260907.5, 565131971.9167162
2097.375, 1.010443578128703, 25581599.77246587, 3939804403820023.0, 565098351.9687501
2097.625, 1.010503941825751, 25649590.962982412, 3980122281431552.5, 565064594.5131706
2097.875, 1.0105646718701955, 25717506.60651859, 4020712743636060.5, 565030637.3549472
2098.125, 1.0106256794983774, 25785367.082247626, 4061586425510512.0, 564996528.917417
2098.375, 1.0106869435609942, 25853177.62517536, 4102746866666650.0, 564962280.7457334
2098.625, 1.0107484637243649, 25920939.13471198, 4144195563871317.5, 564927893.0371504
2098.875, 1.0108103868680534, 25988626.34785843, 4185921314228895.5, 564893285.8194214
2099.125, 1.0108725706402353, 26056267.314142104, 4227938754169739.0, 564858536.6695592
2099.375, 1.0109350143047577, 26123862.923181392, 4270249465043569.0, 564823646.0036558
2099.625, 1.0109977614725407, 26191406.744511213, 4312851467474595.0, 564788590.0984278
2099.875, 1.0110608846032119, 26258888.869557388, 4355740894540680.0, 564753329.5594993
2100.125, 1.0111242715700124, 26326329.10331732, 4398928597256949.5, 564717925.4487692
2100.375, 1.0111879213755088, 26393728.23728609, 4442416122537456.5, 564682378.3238705
2100.625, 1.0112519471063497, 26461070.43251033, 4486196721688882.5, 564646626.6969292
2100.875, 1.011316296585803, 26528365.55889322, 4530276441502317.0, 564610699.0010937
2101.125, 1.0113809125903652, 26595622.83767279, 4574661065906287.0, 564574626.3806142
2101.375, 1.011445820149936, 26662839.45377132, 4619350366751213.0, 564538395.2446506
2101.625, 1.011511151650175, 26729999.41861365, 4664337684020695.0, 564501933.6793047
2101.875, 1.0115767533229143, 26797124.64292522, 4709635147527570.0, 564465325.3038962
2102.125, 1.0116426237978338, 26864215.75850465, 4755244309438126.0, 564428570.8764542
2102.375, 1.011708900185702, 26931257.123756193, 4801158459070868.0, 564391595.9504671
2102.625, 1.0117755066718817, 26998259.792611744, 4847384470322485.0, 564354441.7638984
2102.875, 1.0118423852576317, 27065231.25820671, 4893927428752424.0, 564317139.8353826
2103.125, 1.0119096053284866, 27132164.467787936, 4940784999888244.0, 564279652.5196861
2103.375, 1.0119772358094676, 27199053.777824834, 4987955582259107.0, 564241942.468118
2103.625, 1.0120451416014329, 27265914.652112033, 5035448484872043.0, 564204083.0351732
2103.875, 1.012113331133012, 27332746.582837798, 5083264789922219.0, 564166069.6597688
2104.125, 1.0121820051456947, 27399531.422677502, 5131396589127019.0, 564127793.5140746
2104.375, 1.0122509574823795, 27466290.462794106, 5179856103878894.0, 564089366.4604928
2104.625, 1.0123201862310178, 27533024.125232093, 5228644902785819.0, 564050789.5453361
2104.875, 1.0123898795693325, 27599716.91913541, 5277756431530625.0, 564011960.81514
2105.125, 1.012459897431816, 27666382.606381536, 5327199173683774.0, 563972956.2468705
2105.375, 1.0125301944004825, 27733025.364938874, 5376976657384283.0, 563933800.4659922
2105.625, 1.0126009240502842, 27799633.853208084, 5427084499982576.0, 563894410.3241639
2105.875, 1.0126720264979285, 27866214.38493495, 5477527452804943.0, 563854818.3265675
2106.125, 1.0127434106538946, 27932774.308823068, 5528310737509859.0, 563815073.8179039
2106.375, 1.0128152046958174, 27999305.18024173, 5579431645863517.0, 563775107.447225
2106.625, 1.012887411098149, 28065808.466181856, 5630892384648945.0, 563734917.956352
2106.875, 1.0129599015691197, 28132293.34582365, 5682699041185304.0, 563694574.7915246
2107.125, 1.0130327884012444, 28198753.250256766, 5734849847165444.0, 563654017.2409397
2107.375, 1.0131061176911025, 28265186.948236026, 5787345828958481.0, 563613220.4595077
2107.625, 1.0131797332404624, 28331604.32240455, 5840193380628724.0, 563572268.9360241
2107.875, 1.0132537419598249, 28397999.85672378, 5893391353482367.0, 563531104.9101202
2108.125, 1.0133282131243753, 28464371.359977495, 5946940388818294.0, 563489691.034174
2108.375, 1.0134029726156897, 28530728.503866766, 6000846760194806.0, 563448121.4169128
2108.625, 1.0134781331609761, 28597066.206232388, 6055109735680156.0, 563406335.1987842
2108.875, 1.0135537655283058, 28663382.637016885, 6109730264167577.0, 563364294.2586327
2109.125, 1.0136296880667817, 28729686.56216966, 6164713920481885.0, 563322096.7014647
2109.375, 1.0137060310194423, 28795972.92121493, 6220060102555574.0, 563279672.2656906
2109.625, 1.0137828434918696, 28862241.170424815, 6275770465131698.0, 563236994.5523326
2109.875, 1.0138599477664907, 28928498.65980429, 6331849782959935.0, 563194159.4639065
2110.125, 1.013937504244304, 28994740.120286077, 6388297634249476.0, 563151080.5378832
2110.375, 1.0140155157457322, 29060966.83507206, 6445116501375315.0, 563107756.354189
2110.625, 1.0140938204953711, 29127184.42976953, 6502310218511256.0, 563064274.138694
2110.875, 1.0141726223811327, 29193387.383240484, 6559878671212803.0, 563020524.0779215
2111.125, 1.0142518520253996, 29259578.9642714, 6617825205848209.0, 562976543.6452826
2111.375, 1.014331376266557, 29325762.95736859, 6676152641874022.0, 562932404.5761454
2111.625, 1.0144114565460107, 29391933.72492976, 6734861412096171.0, 562887966.1793414
2111.875, 1.0144919233044043, 29458096.350133467, 6793954956823229.0, 562843319.8223869
2112.125, 1.014572685658797, 29524252.82823356, 6853435370726116.0, 562798514.4156044
2112.375, 1.014654077560924, 29590397.706157047, 6913304128496582.0, 562753370.4045234
2112.625, 1.0147358002480895, 29656537.3385367, 6973564190542087.0, 562708048.5587401
2112.875, 1.0148178607046774, 29722671.61461511, 7034217255541083.0, 562662545.1233515
2113.125, 1.014900556991837, 29788797.395269603, 7095266150360277.0, 562616700.0105946
2113.375, 1.014983554455971, 29854919.779376615, 7156712586661267.0, 562570693.1166795
2113.625, 1.015066978108481, 29921037.498381842, 7218558846383325.0, 562524457.3042389
2113.875, 1.0151509676113135, 29987150.35223983, 7280808304189320.0, 562477917.6957893
2114.125, 1.0152352589347575, 30053261.00763552, 7343461516251907.0, 562431216.0884961
2114.375, 1.0153200813156331, 30119368.31635038, 7406522160647775.0, 562384229.499692
2114.625, 1.0154053829656644, 30185473.66993292, 7469992495969013.0, 562336985.8424584
2114.875, 1.0154909868228281, 30251577.938932747, 7533872813885664.0, 562289580.1062943
2115.125, 1.0155772439495534, 30317680.95330648, 7598169188171772.0, 562241824.140421
2115.375, 1.0156638766801969, 30383784.03391126, 7662881034320933.0, 562193866.9044964
2115.625, 1.0157508649654592, 30449887.177211754, 7728009930992392.0, 562145719.1420811
2115.875, 1.0158385405618675, 30515991.84139828, 7793563128377121.0, 562097203.2608106
2116.125, 1.0159265233442183, 30582097.681149043, 7859537472493434.0, 562048522.9195279
2116.375, 1.0160150022465924, 30648205.587093122, 7925938063828265.0, 561999576.9899356
2116.625, 1.0161040471173937, 30714316.937226906, 7992768845878507.0, 561950328.2337967
2116.875, 1.0161933991231904, 30780430.367901143, 8060027188007678.0, 561900915.1734809
2117.125, 1.0162834069194162, 30846549.01167867, 8127722226821203.0, 561851151.4068246
2117.375, 1.0163738400782847, 30912671.80394056, 8195851988143631.0, 561801160.2808424
2117.625, 1.0164646268893993, 30978798.04530838, 8264416864589605.0, 561750980.1252462
2117.875, 1.0165561557898728, 31044932.822632838, 8333428373472094.0, 561700403.5258975
2118.125, 1.0166479963193789, 31111071.634062566, 8402878888570243.0, 561649660.5213255
2118.375, 1.0167403708623857, 31177217.49452385, 8472775989697786.0, 561598632.3843447
2118.625, 1.0168333266866665, 31243371.985098116, 8543123720202015.0, 561547294.043904
2118.875, 1.0169265936711167, 31309531.22557462, 8613917078195072.0, 561495789.6751326
2119.125, 1.0170205965445218, 31375702.538779315, 8685170574755303.0, 561443892.8050015
2119.375, 1.0171149989323214, 31441881.030402813, 8756877185172889.0, 561391782.9646026
2119.625, 1.0172098313826734, 31508067.249330163, 8829039869424070.0, 561339443.8695427
2119.875, 1.017305384242482, 31574267.49050027, 8901670433275720.0, 561286720.9582515
2120.125, 1.0174012523999874, 31640474.152254272, 8974758475101823.0, 561233830.1231221
2120.375, 1.017497775402682, 31706694.508861925, 9048317476323888.0, 561180590.5999534
2120.625, 1.0175948142946152, 31772926.378421754, 9122345653573258.0, 561127076.5363952
2120.875, 1.017692198502356, 31839165.954295423, 9196839215787026.0, 561073378.706382
2121.125, 1.0177904237274846, 31905425.442326907, 9271818668646220.0, 561019233.5721709
2121.375, 1.0178889682047438, 31971692.86826394, 9347267671949768.0, 560964918.7301693
2121.625, 1.0179881072478294, 32037975.153351393, 9423198795743726.0, 560910287.8473235
2121.875, 1.0180878589845583, 32104273.512314156, 9499615875263128.0, 560855331.4774374
2122.125, 1.018187928913541, 32170580.26481369, 9576509512470376.0, 560800206.0831195
2122.375, 1.018288867227977, 32236910.88261639, 9653904669712288.0, 560744619.6482563
2122.625, 1.018390165398888, 32303251.818235364, 9731783254787518.0, 560688842.2755737
2122.875, 1.0184920201005854, 32369608.710722722, 9810155815966786.0, 560632769.6107898
2123.125, 1.0185945628162454, 32435986.12163052, 9889031037127190.0, 560576332.114195
2123.375, 1.018697427295718, 32502373.219651263, 9968395244791306.0, 560519724.0236112
2123.625, 1.0188011490322806, 32568786.83725781, 1.0048275212682564e+16, 560462661.6400124
2123.875, 1.01890527959519, 32635213.541892894, 1.0128653419135118e+16, 560405382.7403822
2124.125, 1.0190099522173173, 32701657.598502725, 1.0209538387453302e+16, 560347816.7640717
2124.375, 1.0191153656087986, 32768126.13651374, 1.0290942608365294e+16, 560289858.7235464
2124.625, 1.0192211042911865, 32834605.522917252, 1.0372848577275974e+16, 560231728.5524106
2124.875, 1.019327714250067, 32901114.52917879, 1.0455286051440562e+16, 560173137.5379213
2125.125, 1.0194347580708747, 32967638.716960683, 1.0538236086105224e+16, 560114317.1921858
2125.375, 1.0195423546204412, 33034182.245602865, 1.0621707123858892e+16, 560055204.6844343
2125.625, 1.0196507207083667, 33100753.416523375, 1.0705713496385954e+16, 559995685.6818279
2125.875, 1.019759415518651, 33167336.48452703, 1.079023465089743e+16, 559935993.072664
2126.125, 1.0198690217740423, 33233953.108785894, 1.0875304535377704e+16, 559875819.3307272
2126.375, 1.0199790615442133, 33300586.068022117, 1.0960900361784772e+16, 559815416.9002043
2126.625, 1.0200896911658046, 33367241.253050983, 1.104703319849217e+16, 559754703.3100771
2126.875, 1.0202010936135284, 33433926.201809134, 1.113371641780835e+16, 559693582.3162031
2127.125, 1.0203128281487062, 33500623.995574247, 1.1220927732650232e+16, 559632286.2840043
2127.375, 1.0204255421607888, 33567360.297435164, 1.1308707225259924e+16, 559570474.2674862
2127.625, 1.0205386627662416, 33634112.89447804, 1.1397024835864698e+16, 559508448.2072204
2127.875, 1.020652438321441, 33700891.74016653, 1.1485897801854686e+16, 559446077.3604709
2128.125, 1.0207669633900363, 33767701.18475409, 1.1575334938774012e+16, 559383312.2273563
2128.375, 1.0208818239313218, 33834524.332631715, 1.1665313828559982e+16, 559320370.6206794
2128.625, 1.0209977612140901, 33901392.20800579, 1.1755883016889432e+16, 559256862.9930376
2128.875, 1.0211140501377505, 33968274.932028234, 1.184700072089596e+16, 559193170.6489037
2129.125, 1.0212310880088815, 34035189.28166046, 1.1938694537342292e+16, 559129084.8836616
2129.375, 1.0213488241263786, 34102133.577188015, 1.2030964541926142e+16, 559064632.5993681
2129.625, 1.0214669759181965, 34169095.69986125, 1.2123795268371056e+16, 558999962.1219479
2129.875, 1.0215861782718765, 34236103.545193784, 1.221723121452665e+16, 558934740.5991266
2130.125, 1.0217057251443353, 34303126.54794996, 1.2311229120603006e+16, 558869338.4730833
2130.375, 1.0218261453189892, 34370188.09120574, 1.2405826956486382e+16, 558803478.622219
2130.625, 1.0219471834895562, 34437277.248803854, 1.2501010944827092e+16, 558737295.1059048
2130.875, 1.0220687584265802, 34504390.39111187, 1.2596778334385948e+16, 558670830.4667658
2131.125, 1.0221913075327684, 34571547.60530151, 1.2693162455945966e+16, 558603856.0136274
2131.375, 1.0223142047694511, 34638720.6512756, 1.2790122986207508e+16, 558536699.4350346
2131.625, 1.0224381310189257, 34705940.800728, 1.2887710635437834e+16, 558469004.7589687
