# Digitized from Steinberg & Heizler 2022, ApJS 258, 14 (arXiv:2108.13453) Fig. 5(e)
# Cylindrical hohlraum material temperature along r=0.05 cm at t=10 ns.
# z(cm), T(keV)  DIMC
# z,T_keV
0.4787702,0.0025643217
0.48225387,0.0025643217
0.48573753,0.0025643217
0.4892212,0.0025643217
0.49270486,0.0025643217
0.49618853,0.0025643217
0.49967219,0.0025643217
0.50315586,0.0025643217
0.50663952,0.0025643217
0.51012318,0.0025643217
0.51360685,0.0025643217
0.51709051,0.0025643217
0.52057418,0.0025643217
0.52405784,0.0025643217
0.52754151,0.0025643217
0.53102517,0.0025643217
0.53450884,0.0025643217
0.5379925,0.0025643217
0.54147617,0.0025643217
0.54495983,0.0025643217
0.5484435,0.31107125
0.55192716,0.62292269
0.55541082,0.89552006
0.55889449,0.88934926
0.56237815,0.88317846
0.56586182,0.87609787
0.56934548,0.86625521
0.57282915,0.85641254
0.57631281,0.84994764
0.57979648,0.8489489
0.58328014,0.84795015
0.58676381,0.84069215
0.59024747,0.82732999
0.59373113,0.81396782
0.5972148,0.80338372
0.60069846,0.79435938
0.60418213,0.78533503
0.60766579,0.77463558
0.61114946,0.76342091
0.61463312,0.75220624
0.61811679,0.73758442
0.62160045,0.72257951
0.62508412,0.70714087
0.62856778,0.67349685
0.63205145,0.63985283
0.63553511,0.58631321
0.63901877,0.42628858
0.64250244,0.26626396
0.6459861,0.1367027
0.64946977,0.084793073
0.65295343,0.032883451
0.6564371,0.0025643217
0.65992076,0.0025643217
0.66340443,0.0025643217
0.66688809,0.0025643217
0.67037176,0.0025643217
0.67385542,0.0025643217
0.67733909,0.0025643217
0.68082275,0.0025643217
0.68430641,0.0025643217
0.68779008,0.0025643217
0.69127374,0.0025643217
0.69475741,0.0025643217
0.69824107,0.0025643217
0.70172474,0.0025643217
0.7052084,0.0025643217
0.70869207,0.0025643217
0.71217573,0.0025643217
0.7156594,0.0025643217
0.71914306,0.0025643217
0.72262672,0.0025643217
0.72611039,0.0025643217
0.72959405,0.0025643217
0.73307772,0.0025643217
0.73656138,0.0025643217
0.74004505,0.0025643217
0.74352871,0.0025643217
0.74701238,0.0025643217
0.75049604,0.0025643217
0.75397971,0.0025643217
0.75746337,0.0025643217
0.76094704,0.0025643217
0.7644307,0.0025643217
0.76791436,0.0025643217
0.77139803,0.0025643217
0.77488169,0.0025643217
0.77836536,0.0025643217
0.78184902,0.0025643217
0.78533269,0.0025643217
0.78881635,0.0025643217
0.79230002,0.0025643217
0.79578368,0.0025643217
0.79926735,0.0025643217
0.80275101,0.0025643217
0.80623467,0.0025643217
0.80971834,0.0025643217
0.813202,0.0025643217
0.81668567,0.0025643217
0.82016933,0.0025643217
0.823653,0.0025643217
0.82713666,0.0025643217
0.83062033,0.0025643217
0.83410399,0.0025643217
0.83758766,0.0025643217
0.84107132,0.0025643217
0.84455499,0.0025643217
0.84803865,0.0025643217
0.85152231,0.0025643217
0.85500598,0.0025643217
0.85848964,0.0025643217
0.86197331,0.0025643217
0.86545697,0.0025643217
0.86894064,0.0025643217
0.8724243,0.0025643217
0.87590797,0.018536979
0.87939163,0.080110309
0.8828753,0.14168364
0.88635896,0.23604517
0.88984263,0.3809292
0.89332629,0.52581324
0.89680995,0.61080977
0.90029362,0.6422107
0.90377728,0.67361162
0.90726095,0.69762403
0.91074461,0.71769399
0.91422828,0.73776395
0.91771194,0.74830942
0.92119561,0.75611197
0.92467927,0.76391452
0.92816294,0.77124994
0.9316466,0.77853948
0.93513026,0.78583375
0.93861393,0.7932292
0.94209759,0.80062464
0.94558126,0.75932839
0.94906492,0.47871101
0.95254859,0.19809363
0.95603225,0.0025643217
0.95951592,0.0025643217
0.96299958,0.0025643217
0.96648325,0.0025643217
0.96996691,0.0025643217
0.97345058,0.0025643217
0.97693424,0.0025643217
0.9804179,0.0025643217
0.98390157,0.0025643217
0.98738523,0.0025643217
0.9908689,0.0025643217
0.99435256,0.0025643217
0.99783623,0.0025643217
1.0013199,0.0025643217
1.0048036,0.0025643217
1.0082872,0.0025643217
1.0117709,0.0025643217
1.0152546,0.0025643217
1.0187382,0.0025643217
1.0222219,0.0025643217
1.0257055,0.0025643217
1.0291892,0.0025643217
1.0326729,0.0025643217
1.0361565,0.0025643217
1.0396402,0.0025643217
1.0431239,0.0025643217
1.0466075,0.0025643217
1.0500912,0.0025643217
1.0535749,0.0025643217
1.0570585,0.0025643217
1.0605422,0.0025643217
1.0640259,0.0025643217
1.0675095,0.0025643217
1.0709932,0.0025643217
1.0744768,0.0025643217
1.0779605,0.0025643217
1.0814442,0.0025643217
1.0849278,0.0025643217
1.0884115,0.0025643217
1.0918952,0.0025643217
1.0953788,0.0025643217
1.0988625,0.0025643217
1.1023462,0.0025643217
1.1058298,0.0025643217
1.1093135,0.0025643217
1.1127972,0.0025643217
1.1162808,0.0025643217
1.1197645,0.0025643217
1.1232482,0.0025643217
1.1267318,0.0025643217
1.1302155,0.0025643217
1.1336991,0.0025643217
1.1371828,0.0025643217
1.1406665,0.0025643217
1.1441501,0.0025643217
1.1476338,0.0025643217
1.1511175,0.0025643217
1.1546011,0.0025643217
1.1580848,0.0025643217
1.1615685,0.0025643217
1.1650521,0.0025643217
1.1685358,0.0025643217
1.1720195,0.0025643217
1.1755031,0.0025643217
1.1789868,0.0025643217
1.1824705,0.0025643217
1.1859541,0.0025643217
1.1894378,0.0025643217
1.1929214,0.0025643217
1.1964051,0.0025643217
1.1998888,0.0025643217
1.2033724,0.0025643217
1.2068561,0.0025643217
