# time = 2.000000000000e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
9.717852522502e-04 1.095614369099e+02 4.196412304506e+04 4.197326352792e+04 3.450803274673e+05 2.380818176794e+12 1.004017843822e-02
9.723289541708e-04 1.102484949246e+02 4.190296540685e+04 4.191202905697e+04 3.454194680730e+05 2.388073322516e+12 1.009990269533e-02
9.728687002765e-04 1.109187183207e+02 4.184481343398e+04 4.185379767660e+04 3.457574480289e+05 2.395225078014e+12 1.015957527067e-02
9.734049236058e-04 1.115263387478e+02 4.179844965460e+04 4.180728149220e+04 3.460911445038e+05 2.402240191059e+12 1.021926261762e-02
9.739390724885e-04 1.120484466399e+02 4.176791283347e+04 4.177651416364e+04 3.464181315277e+05 2.409089910418e+12 1.027908740143e-02
9.744727614134e-04 1.124517692171e+02 4.175909934163e+04 4.176749625091e+04 3.467357542128e+05 2.415729800966e+12 1.033896850329e-02
9.750040819993e-04 1.127899838842e+02 4.176042954534e+04 4.176865983282e+04 3.470411951400e+05 2.422100387850e+12 1.039901611289e-02
9.755375298889e-04 1.131050634090e+02 4.176221566605e+04 4.177051585360e+04 3.473292063184e+05 2.428084294360e+12 1.045890480937e-02
9.760630743145e-04 1.134476670650e+02 4.175237741396e+04 4.176070716583e+04 3.475896605070e+05 2.433490600798e+12 1.051867456369e-02
9.765912272609e-04 1.138702642662e+02 4.171843055423e+04 4.172653928998e+04 3.478093066646e+05 2.438109292048e+12 1.057866341074e-02
9.771167092987e-04 1.143215551350e+02 4.166812942913e+04 4.167608621017e+04 3.479797521593e+05 2.441699090939e+12 1.063857661737e-02
9.776393796686e-04 1.147855192803e+02 4.159822232556e+04 4.160605564451e+04 3.480705916538e+05 2.443644873237e+12 1.069840417265e-02
9.781591326924e-04 1.152007106887e+02 4.152020932978e+04 4.152780976022e+04 3.480649688970e+05 2.443893291343e+12 1.075819004303e-02
9.786773224039e-04 1.156160604943e+02 4.143491782248e+04 4.144219539162e+04 3.480431467060e+05 2.443416727503e+12 1.081798494616e-02
9.791935028806e-04 1.159872567481e+02 4.134923124582e+04 4.135613551974e+04 3.479750458089e+05 2.442059772521e+12 1.087774839594e-02
9.797078399187e-04 1.163059248262e+02 4.126399890292e+04 4.127035338742e+04 3.478630416349e+05 2.439760696708e+12 1.093757863702e-02
9.802223454123e-04 1.165258652161e+02 4.118973477008e+04 4.119494140023e+04 3.477154162255e+05 2.436694875483e+12 1.099744995283e-02
9.807354455186e-04 1.166448681235e+02 4.112833715377e+04 4.113197860839e+04 3.475402852369e+05 2.433020885678e+12 1.105964099128e-02
9.812886767383e-04 1.166447087049e+02 4.108689883490e+04 4.109203720021e+04 3.473547847930e+05 2.429097042824e+12 1.111980763434e-02
9.817670678481e-04 1.165806323206e+02 4.105983334458e+04 4.106724626452e+04 3.471829667043e+05 2.425390931124e+12 1.117746893368e-02
9.822778856351e-04 1.165410567390e+02 4.103503215907e+04 4.104167533666e+04 3.470455004669e+05 2.422339948619e+12 1.123710237796e-02
9.827904573032e-04 1.165930282743e+02 4.100846936583e+04 4.101415844724e+04 3.469836538729e+05 2.420759608171e+12 1.129679607822e-02
9.833018525247e-04 1.167873553764e+02 4.096791814756e+04 4.097308052644e+04 3.469948361011e+05 2.420394675614e+12 1.135657728799e-02
9.838142189868e-04 1.170858271551e+02 4.091495767868e+04 4.091972261268e+04 3.470321242805e+05 2.420698162292e+12 1.141648332289e-02
9.843251366635e-04 1.174817484459e+02 4.085286667486e+04 4.085737163321e+04 3.471152211630e+05 2.421843926007e+12 1.147632105479e-02
9.848328918051e-04 1.179538786114e+02 4.078790209365e+04 4.079217167767e+04 3.472499328944e+05 2.424031457626e+12 1.153609641933e-02
9.853386745860e-04 1.184897544571e+02 4.072175367668e+04 4.072572980200e+04 3.474313547760e+05 2.427187862494e+12 1.159587282164e-02
9.858418634683e-04 1.190504586974e+02 4.066024210350e+04 4.066390972108e+04 3.476515963319e+05 2.431174921779e+12 1.165565280108e-02
9.863429542852e-04 1.196390792836e+02 4.060116224635e+04 4.060458044898e+04 3.479021724016e+05 2.435835338437e+12 1.171536771260e-02
9.868401144058e-04 1.201980918179e+02 4.055355788926e+04 4.055668858235e+04 3.481749221526e+05 2.441033842352e+12 1.177505134793e-02
9.873360421859e-04 1.207157931077e+02 4.051846155531e+04 4.052114528720e+04 3.484625704988e+05 2.446681188310e+12 1.183486654982e-02
9.878311231272e-04 1.211594019459e+02 4.050089578119e+04 4.050293901171e+04 3.487587196027e+05 2.452709302273e+12 1.189489035894e-02
9.883268659792e-04 1.215282215662e+02 4.050023393068e+04 4.050146064140e+04 3.490611459589e+05 2.459064619674e+12 1.195535767232e-02
9.888262387078e-04 1.218674417020e+02 4.050597416062e+04 4.050698153575e+04 3.493659581943e+05 2.465525480855e+12 1.201651925166e-02
9.893306054274e-04 1.222169066024e+02 4.051267998127e+04 4.051527165628e+04 3.497030290647e+05 2.472259261636e+12 1.207587323292e-02
9.897975279166e-04 1.226094903786e+02 4.050984437324e+04 4.051345597161e+04 3.499675648575e+05 2.478809675859e+12 1.213440737793e-02
9.902854115331e-04 1.230987459467e+02 4.048662493548e+04 4.048936007460e+04 3.502671861363e+05 2.485033156789e+12 1.219423706346e-02
9.907695879495e-04 1.236482476674e+02 4.045435010911e+04 4.045630973433e+04 3.505648411846e+05 2.491389126602e+12 1.225404083211e-02
9.912527324581e-04 1.242632507959e+02 4.041018063182e+04 4.041172809442e+04 3.508562058426e+05 2.497672810007e+12 1.231385791049e-02
9.917323356324e-04 1.248858902852e+02 4.036416109030e+04 4.036538503172e+04 3.511356575442e+05 2.503862864161e+12 1.237364723548e-02
9.922102357413e-04 1.255344520053e+02 4.031233291809e+04 4.031322404505e+04 3.514012004786e+05 2.509876544119e+12 1.243344035156e-02
9.926849524658e-04 1.261581659890e+02 4.026249953801e+04 4.026305215148e+04 3.516522158915e+05 2.515613612223e+12 1.249320171447e-02
9.931576395410e-04 1.267751408883e+02 4.021051493134e+04 4.021068458856e+04 3.518891158247e+05 2.520973561592e+12 1.255294978321e-02
9.936275358197e-04 1.273194892323e+02 4.016632356298e+04 4.016587841833e+04 3.521083274919e+05 2.525832129492e+12 1.261277548455e-02
9.940974124178e-04 1.277941788476e+02 4.012783442266e+04 4.012607986562e+04 3.522958071534e+05 2.530044886369e+12 1.267283615591e-02
9.945674952436e-04 1.281326650238e+02 4.010459846103e+04 4.010050395071e+04 3.524345024103e+05 2.533457963963e+12 1.273459314011e-02
9.950613662104e-04 1.283188946992e+02 4.009008246545e+04 4.008463696100e+04 3.524837282083e+05 2.535155435987e+12 1.279751553664e-02
9.955482143601e-04 1.284235288477e+02 4.007935175807e+04 4.007601117025e+04 3.524659789896e+05 2.535846757292e+12 1.285917717355e-02
9.960216518756e-04 1.284927997773e+02 4.006811062567e+04 4.006990036884e+04 3.524065756486e+05 2.535884633242e+12 1.291668987739e-02
9.964434038795e-04 1.285691256637e+02 4.004959641179e+04 4.005374845892e+04 3.523296476873e+05 2.535304528707e+12 1.297303991092e-02
9.968982236535e-04 1.287159628013e+02 4.001162832671e+04 4.001331522167e+04 3.522184100033e+05 2.533946152883e+12 1.303210353532e-02
9.973611396928e-04 1.289065591927e+02 3.995929302448e+04 3.995848282614e+04 3.520752314925e+05 2.531864943156e+12 1.309182804652e-02
9.978248562713e-04 1.291528787734e+02 3.989284544092e+04 3.989086140374e+04 3.519087133931e+05 2.529281044219e+12 1.315165132692e-02
9.982875345353e-04 1.294070547986e+02 3.982358392077e+04 3.982102589386e+04 3.517321100449e+05 2.526526946364e+12 1.321146826898e-02
9.987493335674e-04 1.297047738587e+02 3.975028972809e+04 3.974730133099e+04 3.515612361014e+05 2.524074398653e+12 1.327126984795e-02
9.992096529307e-04 1.300263051738e+02 3.968116961574e+04 3.967775918576e+04 3.514146089564e+05 2.522420818883e+12 1.333105567195e-02
9.996689293972e-04 1.304092547467e+02 3.961341758009e+04 3.960957916774e+04 3.513311826277e+05 2.521903605182e+12 1.339083885971e-02
1.000126507917e-03 1.307970919548e+02 3.955363884260e+04 3.954930640280e+04 3.512860787135e+05 2.522250483615e+12 1.345058565990e-02
1.000582509344e-03 1.312043952260e+02 3.949999011267e+04 3.949478708727e+04 3.512854666920e+05 2.523517594733e+12 1.351053446651e-02
1.001040331063e-03 1.315549786273e+02 3.946211033156e+04 3.945498656715e+04 3.513291270316e+05 2.525435647426e+12 1.357068794278e-02
1.001497008771e-03 1.318517231807e+02 3.943898773123e+04 3.942924888518e+04 3.514060063587e+05 2.527962107262e+12 1.363484172565e-02
1.002013451192e-03 1.321622311275e+02 3.943303575931e+04 3.942493423517e+04 3.516498539941e+05 2.532469474484e+12 1.369539061773e-02
1.002413290096e-03 1.323826139748e+02 3.944434056159e+04 3.943840782838e+04 3.517629743048e+05 2.537264170432e+12 1.375479029316e-02
1.002910845096e-03 1.326575910179e+02 3.945218673162e+04 3.944787602231e+04 3.520369005942e+05 2.542604947094e+12 1.381526485375e-02
1.003325029260e-03 1.330106301528e+02 3.945711849998e+04 3.945608872311e+04 3.521335763001e+05 2.548932857486e+12 1.387133254382e-02
1.003753900873e-03 1.333853207732e+02 3.944918997745e+04 3.944724387273e+04 3.523275722690e+05 2.554285303031e+12 1.392969437469e-02
1.004200115522e-03 1.338928278689e+02 3.942553383042e+04 3.942098595797e+04 3.525571411753e+05 2.560182768173e+12 1.398934514591e-02
1.004644923524e-03 1.344505066358e+02 3.939628820082e+04 3.939024457508e+04 3.528009589469e+05 2.566301858151e+12 1.404912479507e-02
1.005089359462e-03 1.350687379649e+02 3.935819482965e+04 3.935143322820e+04 3.530563186356e+05 2.572462106264e+12 1.410896102355e-02
1.005530935038e-03 1.357078184645e+02 3.931766928127e+04 3.931043608261e+04 3.533185886178e+05 2.578672329015e+12 1.416876034016e-02
1.005970654546e-03 1.363798102785e+02 3.927275138284e+04 3.926506399458e+04 3.535844099619e+05 2.584917839244e+12 1.422855263837e-02
1.006407784743e-03 1.370418318451e+02 3.922994382477e+04 3.922178922896e+04 3.538519299166e+05 2.591179860358e+12 1.428835401120e-02
1.006843400802e-03 1.377072726408e+02 3.918664353471e+04 3.917804764976e+04 3.541207288892e+05 2.597403182471e+12 1.434812395161e-02
1.007275857129e-03 1.383351574159e+02 3.914834605047e+04 3.913926254965e+04 3.543903407382e+05 2.603508661145e+12 1.440784852242e-02
1.007706877187e-03 1.389203120306e+02 3.911466325497e+04 3.910475506699e+04 3.546601301566e+05 2.609380702169e+12 1.446774739674e-02
1.008138205816e-03 1.394190282692e+02 3.909208617992e+04 3.908046709920e+04 3.549363944600e+05 2.615017913830e+12 1.452780850327e-02
1.008568468424e-03 1.397936813904e+02 3.908247676613e+04 3.906871430681e+04 3.552056912002e+05 2.620029368790e+12 1.459109031312e-02
1.009043565904e-03 1.401689032983e+02 3.908344593881e+04 3.907118822136e+04 3.555720467133e+05 2.626180338390e+12 1.465102427402e-02
1.009423636146e-03 1.404146575347e+02 3.909784214518e+04 3.908709166362e+04 3.556719670528e+05 2.631689895273e+12 1.471076057511e-02
1.009894421536e-03 1.406740427006e+02 3.910802242322e+04 3.909865616930e+04 3.559894313464e+05 2.636968425678e+12 1.477106980455e-02
1.010281068382e-03 1.409425233565e+02 3.910528148830e+04 3.909851339398e+04 3.560758116899e+05 2.640999815501e+12 1.482766221576e-02
1.010697478128e-03 1.412229585153e+02 3.908895096113e+04 3.908092831989e+04 3.562137355570e+05 2.643750916021e+12 1.488684070130e-02
1.011119154287e-03 1.415677475137e+02 3.906052493503e+04 3.905037781497e+04 3.563299729866e+05 2.646219014544e+12 1.494657478342e-02
1.011541372068e-03 1.419527528280e+02 3.902024661750e+04 3.900892448770e+04 3.564268569597e+05 2.648032117328e+12 1.500642018132e-02
1.011962327761e-03 1.423192430315e+02 3.897360082158e+04 3.896164029877e+04 3.564674061064e+05 2.648836291012e+12 1.506627333527e-02
1.012382483258e-03 1.426937646773e+02 3.891746876647e+04 3.890500924102e+04 3.564654419801e+05 2.648714698056e+12 1.512610960522e-02
1.012800994680e-03 1.430543337350e+02 3.885860013076e+04 3.884565381448e+04 3.564461105801e+05 2.648048080548e+12 1.518592084228e-02
1.013218686336e-03 1.433920318274e+02 3.879412805465e+04 3.878067818283e+04 3.563842848503e+05 2.646382744292e+12 1.524571649177e-02
1.013635011030e-03 1.436664860159e+02 3.873047262207e+04 3.871651234001e+04 3.562855647877e+05 2.643782516842e+12 1.530549713350e-02
1.014050900492e-03 1.439074003079e+02 3.866623678441e+04 3.865168983575e+04 3.561603203995e+05 2.640572449191e+12 1.536529183532e-02
1.014466027387e-03 1.440728052896e+02 3.861078080562e+04 3.859532443664e+04 3.560189606236e+05 2.637119520968e+12 1.542517297552e-02
1.014882162715e-03 1.441982795068e+02 3.856314257074e+04 3.854606340836e+04 3.558760879212e+05 2.633886670802e+12 1.548569691247e-02
1.015305481744e-03 1.442614822367e+02 3.853081247110e+04 3.851240015704e+04 3.557552897819e+05 2.631345953914e+12 1.554787968935e-02
1.015744246979e-03 1.443325015967e+02 3.851374369052e+04 3.849675122741e+04 3.557198003488e+05 2.630594361346e+12 1.560811763391e-02
1.016140192483e-03 1.443820422721e+02 3.850646145484e+04 3.849101167959e+04 3.557336573666e+05 2.630574833737e+12 1.566653553447e-02
1.016553459810e-03 1.444550759666e+02 3.850741040751e+04 3.849125431083e+04 3.557722973428e+05 2.631822914533e+12 1.572783294353e-02
1.016988863375e-03 1.445966330478e+02 3.850327818381e+04 3.848862998674e+04 3.558060995399e+05 2.633588484473e+12 1.578683238530e-02
1.017369515350e-03 1.448283831652e+02 3.848893822671e+04 3.847571678099e+04 3.559030002957e+05 2.635646759317e+12 1.584432324983e-02
1.017782780468e-03 1.451620301628e+02 3.846887933612e+04 3.845402039704e+04 3.560248651580e+05 2.638665946899e+12 1.590409776270e-02
1.018193071108e-03 1.455865734471e+02 3.844124112620e+04 3.842480701760e+04 3.561745185127e+05 2.642261085848e+12 1.596385925728e-02
1.018603755826e-03 1.460803729237e+02 3.840767013686e+04 3.839039581400e+04 3.563454516815e+05 2.646264776834e+12 1.602372183845e-02
1.019012655286e-03 1.466266260678e+02 3.837094618668e+04 3.835311004576e+04 3.565372341794e+05 2.650712373365e+12 1.608354574422e-02
1.019419759131e-03 1.472269713388e+02 3.833159666173e+04 3.831323421384e+04 3.567492077981e+05 2.655680035752e+12 1.614335490022e-02
1.019825130819e-03 1.478588884100e+02 3.829279291422e+04 3.827388454099e+04 3.569770746516e+05 2.661163834540e+12 1.620314907991e-02
1.020228559743e-03 1.485160329281e+02 3.825409446160e+04 3.823461623278e+04 3.572133312703e+05 2.667014040349e+12 1.626292639537e-02
1.020630125597e-03 1.491647977312e+02 3.821824591016e+04 3.819817594827e+04 3.574509115099e+05 2.673017513771e+12 1.632269506058e-02
1.021029937362e-03 1.498068943157e+02 3.818325911784e+04 3.816248323455e+04 3.576856500029e+05 2.678981336646e+12 1.638249443821e-02
1.021428478408e-03 1.503838127643e+02 3.815684717489e+04 3.813492363214e+04 3.579219678063e+05 2.684877398183e+12 1.644234809094e-02
1.021825949268e-03 1.508909361508e+02 3.813606679065e+04 3.811241028821e+04 3.581556709997e+05 2.690316026872e+12 1.650342997274e-02
1.022238094722e-03 1.513172542843e+02 3.812949157105e+04 3.810556195778e+04 3.584767321715e+05 2.696107719253e+12 1.656496871862e-02
1.022639323079e-03 1.517201985175e+02 3.813720404066e+04 3.811553600345e+04 3.587383648376e+05 2.703155532462e+12 1.662390788316e-02
1.023015040246e-03 1.520211745389e+02 3.814919696333e+04 3.812835238243e+04 3.588445730745e+05 2.709129097138e+12 1.668206456927e-02
1.023404436048e-03 1.522195201510e+02 3.816214903361e+04 3.813939220998e+04 3.590625204919e+05 2.713642078824e+12 1.674348382346e-02
1.023822022874e-03 1.525634254465e+02 3.817666229185e+04 3.815438071247e+04 3.594124255790e+05 2.720568396815e+12 1.680334703357e-02
1.024189200941e-03 1.529424157720e+02 3.817774071830e+04 3.815692284327e+04 3.595060928707e+05 2.726502749481e+12 1.686134377928e-02
1.024580435711e-03 1.533437851095e+02 3.816707618297e+04 3.814527735873e+04 3.597162956406e+05 2.731433860519e+12 1.692115608930e-02
1.024969308331e-03 1.538369892241e+02 3.814932022748e+04 3.812620900737e+04 3.599105847229e+05 2.736948954625e+12 1.698097405353e-02
1.025358115572e-03 1.543867450596e+02 3.812226958422e+04 3.809834807170e+04 3.600999478096e+05 2.742244376877e+12 1.704084984588e-02
1.025744968085e-03 1.549524859627e+02 3.809149545066e+04 3.806697419800e+04 3.602766655118e+05 2.747331948188e+12 1.710069759190e-02
1.026130581346e-03 1.555515271705e+02 3.805326480928e+04 3.802815277030e+04 3.604378886586e+05 2.752038501968e+12 1.716051845329e-02
1.026514113364e-03 1.561259846706e+02 3.801403262465e+04 3.798829944788e+04 3.605754669663e+05 2.756224068045e+12 1.722032899101e-02
1.026896764347e-03 1.567005391487e+02 3.796960883333e+04 3.794322195403e+04 3.606815542259e+05 2.759776847220e+12 1.728013858565e-02
1.027277475060e-03 1.572237772240e+02 3.792633708666e+04 3.789932101783e+04 3.607546681761e+05 2.762655061451e+12 1.733991616456e-02
1.027657178325e-03 1.577282230564e+02 3.787950348321e+04 3.785184606395e+04 3.607883934369e+05 2.764804868490e+12 1.739968062467e-02
1.028035290738e-03 1.581404339106e+02 3.783754775055e+04 3.780929034967e+04 3.607908668429e+05 2.766108656135e+12 1.745947397081e-02
1.028413383992e-03 1.584894925526e+02 3.779887582761e+04 3.777039433196e+04 3.607752070871e+05 2.766828053189e+12 1.751928810003e-02
1.028790093195e-03 1.587306033383e+02 3.776777962860e+04 3.773926307086e+04 3.607278763922e+05 2.766801784036e+12 1.757954359026e-02
1.029172601042e-03 1.588583202868e+02 3.774718953345e+04 3.771875966564e+04 3.606512848695e+05 2.766301509746e+12 1.764066835071e-02
1.029559643828e-03 1.588973754078e+02 3.773218873270e+04 3.770352560390e+04 3.605242764838e+05 2.765127283415e+12 1.769998216702e-02
1.029919168645e-03 1.588024589526e+02 3.772749535690e+04 3.769894434081e+04 3.603583004739e+05 2.763156725329e+12 1.775852443714e-02
1.030296940599e-03 1.586655756194e+02 3.772607388079e+04 3.769772298602e+04 3.602185192155e+05 2.760941835407e+12 1.781971978096e-02
1.030690543829e-03 1.586196195901e+02 3.771764255249e+04 3.768915175342e+04 3.601282069741e+05 2.759267147282e+12 1.787991721188e-02
1.031055956805e-03 1.586691889146e+02 3.770319492886e+04 3.767446785441e+04 3.600360890749e+05 2.758317348717e+12 1.793863625598e-02
1.031430688081e-03 1.588123129072e+02 3.768291300029e+04 3.765429882393e+04 3.599881620100e+05 2.758081423250e+12 1.799832632823e-02
1.031807662654e-03 1.590943880712e+02 3.765321311313e+04 3.762454487193e+04 3.599669648115e+05 2.758811297948e+12 1.805815712709e-02
1.032182830248e-03 1.594329553941e+02 3.762146742835e+04 3.759268984449e+04 3.599815838331e+05 2.760132183957e+12 1.811801644945e-02
1.032558565404e-03 1.598515382680e+02 3.758528278709e+04 3.755638454485e+04 3.600185009060e+05 2.762107191443e+12 1.817788549786e-02
1.032931888393e-03 1.603300594637e+02 3.754719111140e+04 3.751815198214e+04 3.600792432320e+05 2.764727505631e+12 1.823770788744e-02
1.033304805876e-03 1.608647179603e+02 3.750791918425e+04 3.747873313317e+04 3.601656155482e+05 2.768015974667e+12 1.829752940858e-02
1.033675637823e-03 1.614386295943e+02 3.746914452035e+04 3.743979675171e+04 3.602785587555e+05 2.771915645346e+12 1.835732449102e-02
1.034045583750e-03 1.620400685275e+02 3.743142343892e+04 3.740191152454e+04 3.604162151758e+05 2.776316512007e+12 1.841711786133e-02
1.034413645044e-03 1.626622962185e+02 3.739455988142e+04 3.736487476017e+04 3.605752440345e+05 2.781094605798e+12 1.847688326559e-02
1.034780424037e-03 1.632702453289e+02 3.736194715162e+04 3.733209243795e+04 3.607525961429e+05 2.786139194814e+12 1.853663161464e-02
1.035145540178e-03 1.638678259890e+02 3.733192682192e+04 3.730189687896e+04 3.609424721460e+05 2.791314505925e+12 1.859637397446e-02
1.035509577054e-03 1.643886691471e+02 3.731354070781e+04 3.728336889644e+04 3.611466287863e+05 2.796737481571e+12 1.865619264146e-02
1.035873311348e-03 1.648259537948e+02 3.730102131486e+04 3.727084202127e+04 3.613360091538e+05 2.801629610797e+12 1.871674369213e-02
1.036244304192e-03 1.652749859695e+02 3.730278402863e+04 3.727237926662e+04 3.616558697992e+05 2.808404577731e+12 1.877647998179e-02
1.036596182862e-03 1.655821987212e+02 3.731440077898e+04 3.728381247058e+04 3.617389692136e+05 2.814295120949e+12 1.883550645232e-02
1.036957260911e-03 1.658143708283e+02 3.732773196918e+04 3.729720612695e+04 3.619505676023e+05 2.819299256303e+12 1.889532120439e-02
1.037317649304e-03 1.660518957388e+02 3.734113406028e+04 3.731063034561e+04 3.621488847248e+05 2.824393831489e+12 1.895567421193e-02
1.037684178327e-03 1.663531888999e+02 3.735481303231e+04 3.732419963466e+04 3.624705941241e+05 2.830458733349e+12 1.901581546053e-02
1.038040704257e-03 1.667580778479e+02 3.736056516871e+04 3.732968316897e+04 3.626191953746e+05 2.837081194580e+12 1.907531331464e-02
1.038397761200e-03 1.671725973319e+02 3.735129909309e+04 3.731966627373e+04 3.627818466543e+05 2.842016949219e+12 1.913507446426e-02
1.038755667721e-03 1.676196243044e+02 3.733603434879e+04 3.730686451108e+04 3.630039867485e+05 2.846689044711e+12 1.919498910477e-02
1.039112649337e-03 1.681646117611e+02 3.731283685066e+04 3.730248602159e+04 3.632128648575e+05 2.851809703806e+12 1.925484442925e-02
1.039467533598e-03 1.687496884304e+02 3.728918767518e+04 3.732193589911e+04 3.633939100092e+05 2.857440439134e+12 1.931468788160e-02
1.039821906379e-03 1.693730346417e+02 3.725995769264e+04 3.728887595791e+04 3.635741703734e+05 2.862921177447e+12 1.937452348870e-02
1.040174087711e-03 1.699503786734e+02 3.722668601903e+04 3.725217696882e+04 3.637962325136e+05 2.867210560756e+12 1.943432961684e-02
1.040525713320e-03 1.705151979302e+02 3.718957720917e+04 3.721479914671e+04 3.640352211909e+05 2.870818883085e+12 1.949413095035e-02
1.040875507106e-03 1.711425884859e+02 3.715592131937e+04 3.718151823567e+04 3.642005061906e+05 2.875731708766e+12 1.955392376454e-02
1.041224461829e-03 1.718478086530e+02 3.712704964629e+04 3.715291609459e+04 3.642776334309e+05 2.882332566999e+12 1.961372217271e-02
1.041571453230e-03 1.724687028243e+02 3.709379749832e+04 3.712132389667e+04 3.644099021766e+05 2.887144217929e+12 1.967346952940e-02
1.041917310510e-03 1.728434167991e+02 3.705620779122e+04 3.708411479795e+04 3.646577771961e+05 2.887849456687e+12 1.973321105222e-02
1.042262732354e-03 1.731464643502e+02 3.702010537181e+04 3.699441179016e+04 3.648902720815e+05 2.887696249075e+12 1.979288549616e-02
1.042606604908e-03 1.735209122925e+02 3.700439669511e+04 3.697033357318e+04 3.649201758712e+05 2.891102172767e+12 1.985254011347e-02
1.042950310773e-03 1.742247369310e+02 3.701951496267e+04 3.698539236054e+04 3.646820638096e+05 2.903080975776e+12 1.991237472519e-02
1.043293471914e-03 1.739157793829e+02 3.699032996242e+04 3.696005039981e+04 3.641417249701e+05 2.894997584367e+12 1.997492707944e-02
1.043669651531e-03 1.591095262512e+02 3.618443012908e+04 3.617217576473e+04 3.517646589729e+05 2.588862857643e+12 2.006327941136e-02
1.044404056981e-03 8.485116363671e+01 2.964298063692e+04 2.963559048524e+04 2.647592797344e+05 1.095812501488e+12 2.017286500264e-02
1.046252658919e-03 2.794848733540e+01 9.548260093221e+03 9.550256333030e+03 6.829653895618e+04 6.882757643211e+10 2.023983150246e-02
1.049196194674e-03 2.003337535585e+01 4.539564852711e+02 5.399049632297e+02 1.959196157941e+03 3.951362356261e+08 2.030032780774e-02
1.052292210837e-03 1.933618930318e+01 1.161480902220e+02 1.381241353320e+02 3.335023135940e+00 4.328264872080e+07 2.036021524910e-02
1.055390532185e-03 1.932001564398e+01 1.160452064030e+02 1.380017850614e+02 1.355540041957e-03 4.319022872304e+07 2.042007488985e-02
1.058488856001e-03 1.932000001455e+01 1.160451834206e+02 1.380017577306e+02 1.796273812812e-07 4.319018498886e+07 2.047993450603e-02
1.061587179818e-03 1.931999999624e+01 1.160451834751e+02 1.380017577954e+02 -4.656823614418e-07 4.319018498611e+07 2.053979412217e-02
1.064685503636e-03 1.931999999497e+01 1.160451834729e+02 1.380017577928e+02 5.300545274154e-09 4.319018498235e+07 2.059965373833e-02
1.067783827454e-03 1.931999999514e+01 1.160451834733e+02 1.380017577932e+02 6.018687306563e-07 4.319018498290e+07 2.065951335447e-02
1.070882151272e-03 1.932000000822e+01 1.160451834109e+02 1.380017577191e+02 4.621377094778e-07 4.319018497091e+07 2.071937297064e-02
1.073980475088e-03 1.932000000542e+01 1.160451834070e+02 1.380017577144e+02 -2.750603873721e-07 4.319018496321e+07 2.077923258680e-02
1.077078798906e-03 1.931999998795e+01 1.160451834629e+02 1.380017577808e+02 1.937418843372e-08 4.319018496288e+07 2.083909220293e-02
1.080177122724e-03 1.932000000365e+01 1.160451834040e+02 1.380017577109e+02 4.884833170453e-07 4.319018495804e+07 2.089895181910e-02
1.083275446541e-03 1.932000000181e+01 1.160451834021e+02 1.380017577086e+02 2.018779443121e-07 4.319018495334e+07 2.095881143526e-02
1.086373770359e-03 1.932000000250e+01 1.160451834027e+02 1.380017577093e+02 -1.865435369910e-07 4.319018495505e+07 2.101867105141e-02
1.089472094176e-03 1.932000000551e+01 1.160451834067e+02 1.380017577141e+02 -7.010532081081e-07 4.319018496320e+07 2.107853066757e-02
1.092570417993e-03 1.931999999492e+01 1.160451834731e+02 1.380017577930e+02 -6.498884665898e-07 4.319018498239e+07 2.113839028372e-02
1.095668741811e-03 1.931999999485e+01 1.160451834730e+02 1.380017577929e+02 -1.353898075696e-10 4.319018498220e+07 2.119824989987e-02
1.098767065630e-03 1.931999999494e+01 1.160451834731e+02 1.380017577931e+02 6.486580242826e-07 4.319018498243e+07 2.125810951602e-02
1.101865389447e-03 1.932000000545e+01 1.160451834066e+02 1.380017577140e+02 7.029611578015e-07 4.319018496303e+07 2.131796913219e-02
1.104963713264e-03 1.932000000219e+01 1.160451834024e+02 1.380017577090e+02 2.043040558189e-07 4.319018495426e+07 2.137782874834e-02
1.108062037082e-03 1.932000000208e+01 1.160451834023e+02 1.380017577088e+02 -1.962006085725e-07 4.319018495396e+07 2.143768836449e-02
1.111160360898e-03 1.932000000505e+01 1.160451834060e+02 1.380017577132e+02 -6.720734053365e-07 4.319018496188e+07 2.149754798066e-02
1.114258684716e-03 1.931999999465e+01 1.160451834729e+02 1.380017577927e+02 -6.575194485418e-07 4.319018498172e+07 2.155740759680e-02
1.117357008534e-03 1.931999999814e+01 1.160451834778e+02 1.380017577986e+02 -2.167348694623e-07 4.319018499136e+07 2.161726721296e-02
1.120455332352e-03 1.932000000017e+01 1.160451834811e+02 1.380017578026e+02 -1.023104491537e-09 4.319018499724e+07 2.167712682911e-02
1.123553656169e-03 1.931999999801e+01 1.160451834776e+02 1.380017577984e+02 2.252074681788e-07 4.319018499103e+07 2.173698644527e-02
1.126651979988e-03 1.931999999436e+01 1.160451834725e+02 1.380017577923e+02 6.817279998474e-07 4.319018498091e+07 2.179684606141e-02
1.129750303805e-03 1.932000000497e+01 1.160451834063e+02 1.380017577136e+02 6.359367170125e-07 4.319018496192e+07 2.185670567758e-02
1.132848627622e-03 1.932000000533e+01 1.160451834068e+02 1.380017577141e+02 -1.532142707347e-08 4.319018496288e+07 2.191656529373e-02
1.135946951439e-03 1.932000000477e+01 1.160451834060e+02 1.380017577132e+02 -6.185832813551e-07 4.319018496136e+07 2.197642490990e-02
