# time = 2.000000000000e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
1.139045275256e-03 1.931999999162e+01 1.160451834685e+02 1.380017577875e+02 -4.651831623143e-07 4.319018497327e+07 2.203628452604e-02
1.142143599075e-03 1.931999999462e+01 1.160451834726e+02 1.380017577924e+02 2.685722824947e-07 4.319018498150e+07 2.209614414218e-02
1.145241922892e-03 1.932000001229e+01 1.160451834170e+02 1.380017577263e+02 -4.080965604934e-08 4.319018498238e+07 2.215600375836e-02
1.148340246709e-03 1.931999999641e+01 1.160451834754e+02 1.380017577957e+02 -4.578084530815e-07 4.319018498660e+07 2.221586337451e-02
1.151438570527e-03 1.931999999518e+01 1.160451834732e+02 1.380017577932e+02 -6.164421017550e-09 4.319018498295e+07 2.227572299066e-02
1.154536894345e-03 1.931999999493e+01 1.160451834730e+02 1.380017577929e+02 6.228133266555e-07 4.319018498236e+07 2.233558260681e-02
1.157635218163e-03 1.932000000560e+01 1.160451834071e+02 1.380017577145e+02 6.755257953351e-07 4.319018496357e+07 2.239544222297e-02
1.160733541980e-03 1.932000000194e+01 1.160451834021e+02 1.380017577086e+02 2.207589522535e-07 4.319018495361e+07 2.245530183913e-02
1.163831865797e-03 1.931999999974e+01 1.160451833989e+02 1.380017577048e+02 1.496683872570e-09 4.319018494746e+07 2.251516145528e-02
1.166930189615e-03 1.932000000188e+01 1.160451834018e+02 1.380017577082e+02 -2.102967751178e-07 4.319018495326e+07 2.257502107143e-02
1.170028513432e-03 1.932000000539e+01 1.160451834066e+02 1.380017577140e+02 -6.546131735834e-07 4.319018496292e+07 2.263488068760e-02
1.173126837249e-03 1.931999999497e+01 1.160451834734e+02 1.380017577934e+02 -6.728421327357e-07 4.319018498265e+07 2.269474030374e-02
1.176225161067e-03 1.931999999793e+01 1.160451834773e+02 1.380017577980e+02 -1.991141998179e-07 4.319018499065e+07 2.275459991990e-02
1.179323484885e-03 1.931999999783e+01 1.160451834771e+02 1.380017577978e+02 2.006517899020e-07 4.319018499036e+07 2.281445953606e-02
1.182421808703e-03 1.931999999447e+01 1.160451834733e+02 1.380017577933e+02 7.025678120511e-07 4.319018498164e+07 2.287431915220e-02
1.185520132521e-03 1.932000000508e+01 1.160451834064e+02 1.380017577137e+02 6.517552885182e-07 4.319018496219e+07 2.293417876836e-02
1.188618456338e-03 1.932000000516e+01 1.160451834065e+02 1.380017577138e+02 2.348708538152e-09 4.319018496241e+07 2.299403838452e-02
1.191716780154e-03 1.932000000508e+01 1.160451834064e+02 1.380017577137e+02 -6.493896884676e-07 4.319018496220e+07 2.305389800068e-02
1.194815103972e-03 1.931999999460e+01 1.160451834729e+02 1.380017577928e+02 -7.072876619564e-07 4.319018498165e+07 2.311375761683e-02
1.197913427790e-03 1.931999999771e+01 1.160451834775e+02 1.380017577983e+02 -2.047397031542e-07 4.319018499037e+07 2.317361723298e-02
1.201011751608e-03 1.931999999790e+01 1.160451834772e+02 1.380017577979e+02 2.010021984160e-07 4.319018499057e+07 2.323347684914e-02
1.204110075426e-03 1.931999999491e+01 1.160451834733e+02 1.380017577933e+02 6.802820858767e-07 4.319018498250e+07 2.329333646529e-02
1.207208399244e-03 1.932000000511e+01 1.160451834062e+02 1.380017577135e+02 6.791245740335e-07 4.319018496212e+07 2.335319608145e-02
1.210306723060e-03 1.932000000225e+01 1.160451834023e+02 1.380017577088e+02 1.929595880962e-07 4.319018495430e+07 2.341305569760e-02
1.213405046878e-03 1.932000000226e+01 1.160451834024e+02 1.380017577089e+02 -2.107960836561e-07 4.319018495438e+07 2.347291531376e-02
1.216503370695e-03 1.932000000488e+01 1.160451834060e+02 1.380017577132e+02 -6.523158552072e-07 4.319018496154e+07 2.353277492992e-02
1.219601694512e-03 1.931999999187e+01 1.160451834688e+02 1.380017577879e+02 -4.469942487706e-07 4.319018497397e+07 2.359263454606e-02
1.222700018331e-03 1.931999999482e+01 1.160451834729e+02 1.380017577928e+02 2.687699076494e-07 4.319018498209e+07 2.365249416221e-02
1.225798342148e-03 1.932000001206e+01 1.160451834162e+02 1.380017577254e+02 7.634961264011e-09 4.319018498147e+07 2.371235377839e-02
1.228896665965e-03 1.931999999446e+01 1.160451834727e+02 1.380017577925e+02 -2.458585791636e-07 4.319018498123e+07 2.377221339453e-02
1.231994989784e-03 1.931999999276e+01 1.160451834707e+02 1.380017577901e+02 4.239109931201e-07 4.319018497678e+07 2.383207301068e-02
1.235093313601e-03 1.932000000635e+01 1.160451834084e+02 1.380017577160e+02 4.250476223622e-07 4.319018496579e+07 2.389193262684e-02
1.238191637418e-03 1.932000000766e+01 1.160451834103e+02 1.380017577184e+02 -4.303728295253e-07 4.319018496950e+07 2.395179224301e-02
1.241289961235e-03 1.931999999468e+01 1.160451834729e+02 1.380017577928e+02 -6.346087597157e-07 4.319018498181e+07 2.401165185915e-02
1.244388285053e-03 1.931999999767e+01 1.160451834771e+02 1.380017577978e+02 -2.076583893472e-07 4.319018499005e+07 2.407151147530e-02
1.247486608871e-03 1.932000000040e+01 1.160451834810e+02 1.380017578025e+02 -2.238225972441e-08 4.319018499763e+07 2.413137109146e-02
1.250584932688e-03 1.932000000043e+01 1.160451834811e+02 1.380017578025e+02 1.702866081707e-08 4.319018499771e+07 2.419123070762e-02
1.253683256506e-03 1.931999999759e+01 1.160451834776e+02 1.380017577983e+02 2.075423217854e-07 4.319018499015e+07 2.425109032377e-02
1.256781580324e-03 1.931999999472e+01 1.160451834730e+02 1.380017577929e+02 6.390387418630e-07 4.319018498191e+07 2.431094993992e-02
1.259879904142e-03 1.932000000765e+01 1.160451834103e+02 1.380017577184e+02 4.356753375589e-07 4.319018496947e+07 2.437080955608e-02
1.262978227958e-03 1.932000000633e+01 1.160451834084e+02 1.380017577161e+02 -4.273852217516e-07 4.319018496578e+07 2.443066917224e-02
1.266076551775e-03 1.931999999314e+01 1.160451834707e+02 1.380017577901e+02 -4.536257169221e-07 4.319018497752e+07 2.449052878839e-02
1.269174875594e-03 1.931999999491e+01 1.160451834727e+02 1.380017577925e+02 2.538343768862e-07 4.319018498212e+07 2.455038840453e-02
1.272273199411e-03 1.932000000922e+01 1.160451834119e+02 1.380017577203e+02 1.801144042528e-07 4.319018497344e+07 2.461024802071e-02
1.275371523229e-03 1.931999999066e+01 1.160451834674e+02 1.380017577863e+02 1.897996614545e-07 4.319018497082e+07 2.467010763684e-02
1.278469847047e-03 1.932000000484e+01 1.160451834064e+02 1.380017577137e+02 2.805235412735e-07 4.319018496174e+07 2.472996725301e-02
1.281568170863e-03 1.932000000761e+01 1.160451834098e+02 1.380017577177e+02 -4.679498130671e-07 4.319018496905e+07 2.478982686917e-02
1.284666494680e-03 1.931999999481e+01 1.160451834731e+02 1.380017577930e+02 -6.287352456291e-07 4.319018498213e+07 2.484968648532e-02
1.287764818499e-03 1.931999999764e+01 1.160451834770e+02 1.380017577977e+02 -1.999592929620e-07 4.319018498994e+07 2.490954610147e-02
1.290863142316e-03 1.932000000030e+01 1.160451834808e+02 1.380017578022e+02 -3.480439762693e-09 4.319018499731e+07 2.496940571763e-02
1.293961466134e-03 1.932000000029e+01 1.160451834811e+02 1.380017578026e+02 -3.134299001078e-10 4.319018499748e+07 2.502926533378e-02
1.297059789951e-03 1.932000000035e+01 1.160451834809e+02 1.380017578023e+02 -1.272719033149e-09 4.319018499746e+07 2.508912494994e-02
1.300158113769e-03 1.931999999771e+01 1.160451834771e+02 1.380017577978e+02 1.956993963480e-07 4.319018499014e+07 2.514898456609e-02
1.303256437587e-03 1.931999999423e+01 1.160451834723e+02 1.380017577921e+02 6.757680877487e-07 4.319018498060e+07 2.520884418224e-02
1.306354761405e-03 1.932000000499e+01 1.160451834061e+02 1.380017577134e+02 6.366278310329e-07 4.319018496186e+07 2.526870379840e-02
1.309453085221e-03 1.932000000533e+01 1.160451834068e+02 1.380017577141e+02 -1.476753522107e-08 4.319018496287e+07 2.532856341456e-02
1.312551409038e-03 1.932000000475e+01 1.160451834060e+02 1.380017577133e+02 -6.240765910271e-07 4.319018496133e+07 2.538842303072e-02
1.315649732856e-03 1.931999999199e+01 1.160451834691e+02 1.380017577882e+02 -4.978312156248e-07 4.319018497435e+07 2.544828264686e-02
1.318748056675e-03 1.931999999521e+01 1.160451834731e+02 1.380017577930e+02 2.675071290487e-07 4.319018498291e+07 2.550814226301e-02
1.321846380492e-03 1.932000000935e+01 1.160451834123e+02 1.380017577207e+02 1.796023293277e-07 4.319018497388e+07 2.556800187919e-02
1.324944704309e-03 1.931999999083e+01 1.160451834673e+02 1.380017577861e+02 2.110532948275e-07 4.319018497106e+07 2.562786149532e-02
1.328043028127e-03 1.932000000349e+01 1.160451834039e+02 1.380017577107e+02 4.908618213027e-07 4.319018495763e+07 2.568772111149e-02
1.331141351944e-03 1.932000000165e+01 1.160451834019e+02 1.380017577083e+02 1.579414136166e-07 4.319018495289e+07 2.574758072764e-02
1.334239675762e-03 1.932000000165e+01 1.160451834019e+02 1.380017577083e+02 -1.583288016579e-07 4.319018495289e+07 2.580744034379e-02
1.337337999579e-03 1.932000000344e+01 1.160451834038e+02 1.380017577107e+02 -4.885849277741e-07 4.319018495752e+07 2.586729995996e-02
1.340436323397e-03 1.931999999085e+01 1.160451834672e+02 1.380017577860e+02 -1.997914340217e-07 4.319018497105e+07 2.592715957609e-02
1.343534647214e-03 1.932000000909e+01 1.160451834122e+02 1.380017577206e+02 -1.927291530420e-07 4.319018497335e+07 2.598701919227e-02
1.346632971031e-03 1.931999999637e+01 1.160451834753e+02 1.380017577957e+02 -4.643755053501e-07 4.319018498649e+07 2.604687880841e-02
1.349731294849e-03 1.931999999819e+01 1.160451834778e+02 1.380017577986e+02 -1.624569742768e-07 4.319018499145e+07 2.610673842457e-02
1.352829618667e-03 1.932000000028e+01 1.160451834807e+02 1.380017578020e+02 -8.597591698441e-09 4.319018499721e+07 2.616659804072e-02
1.355927942485e-03 1.932000000013e+01 1.160451834808e+02 1.380017578022e+02 1.582434437415e-08 4.319018499700e+07 2.622645765688e-02
1.359026266302e-03 1.932000000000e+01 1.160451834806e+02 1.380017578019e+02 2.751542103669e-09 4.319018499661e+07 2.628631727303e-02
1.362124590120e-03 1.931999999999e+01 1.160451834806e+02 1.380017578019e+02 1.517161616624e-10 4.319018499656e+07 2.634617688919e-02
1.365222913937e-03 1.931999999999e+01 1.160451834806e+02 1.380017578019e+02 -2.186650741222e-09 4.319018499659e+07 2.640603650534e-02
1.368321237755e-03 1.932000000014e+01 1.160451834808e+02 1.380017578022e+02 -1.748848658703e-08 4.319018499701e+07 2.646589612150e-02
1.371419561572e-03 1.932000000037e+01 1.160451834809e+02 1.380017578022e+02 -1.542999836007e-09 4.319018499746e+07 2.652575573765e-02
1.374517885390e-03 1.931999999782e+01 1.160451834773e+02 1.380017577980e+02 1.885086319174e-07 4.319018499043e+07 2.658561535381e-02
1.377616209208e-03 1.931999999466e+01 1.160451834729e+02 1.380017577928e+02 6.436503355838e-07 4.319018498178e+07 2.664547496995e-02
1.380714533026e-03 1.932000000538e+01 1.160451834065e+02 1.380017577138e+02 6.425094604518e-07 4.319018496282e+07 2.670533458612e-02
1.383812856842e-03 1.932000000218e+01 1.160451834023e+02 1.380017577088e+02 1.860958445859e-07 4.319018495414e+07 2.676519420227e-02
1.386911180660e-03 1.931999999961e+01 1.160451833986e+02 1.380017577045e+02 9.924877141126e-10 4.319018494705e+07 2.682505381843e-02
1.390009504477e-03 1.931999999972e+01 1.160451833984e+02 1.380017577042e+02 -7.128911654466e-10 4.319018494714e+07 2.688491343458e-02
1.393107828295e-03 1.931999999980e+01 1.160451833989e+02 1.380017577048e+02 -1.667456249896e-08 4.319018494757e+07 2.694477305074e-02
1.396206152112e-03 1.932000000217e+01 1.160451834022e+02 1.380017577087e+02 -1.951777717181e-07 4.319018495411e+07 2.700463266689e-02
1.399304475929e-03 1.932000000416e+01 1.160451834046e+02 1.380017577116e+02 -4.691559416670e-07 4.319018495935e+07 2.706449228306e-02
1.402402799748e-03 1.931999998781e+01 1.160451834623e+02 1.380017577802e+02 2.849193731107e-08 4.319018496227e+07 2.712435189919e-02
1.405501123566e-03 1.932000000374e+01 1.160451834044e+02 1.380017577114e+02 4.710605546472e-07 4.319018495844e+07 2.718421151535e-02
1.408599447383e-03 1.932000000500e+01 1.160451834066e+02 1.380017577139e+02 -4.582030220844e-09 4.319018496216e+07 2.724407113151e-02
1.411697771199e-03 1.932000000484e+01 1.160451834062e+02 1.380017577134e+02 -6.073933618506e-07 4.319018496159e+07 2.730393074767e-02
1.414796095017e-03 1.931999999215e+01 1.160451834692e+02 1.380017577884e+02 -4.956127609992e-07 4.319018497474e+07 2.736379036382e-02
1.417894418836e-03 1.931999999511e+01 1.160451834730e+02 1.380017577929e+02 2.699732427860e-07 4.319018498267e+07 2.742364997996e-02
1.420992742653e-03 1.932000000939e+01 1.160451834122e+02 1.380017577206e+02 1.879747371766e-07 4.319018497391e+07 2.748350959614e-02
1.424091066470e-03 1.931999999084e+01 1.160451834677e+02 1.380017577866e+02 1.731715016974e-07 4.319018497132e+07 2.754336921227e-02
1.427189390288e-03 1.932000000518e+01 1.160451834065e+02 1.380017577138e+02 2.805286465363e-07 4.319018496246e+07 2.760322882844e-02
1.430287714105e-03 1.932000000538e+01 1.160451834069e+02 1.380017577143e+02 -3.084152678936e-07 4.319018496304e+07 2.766308844461e-02
1.433386037923e-03 1.931999999043e+01 1.160451834667e+02 1.380017577854e+02 -1.380855888171e-07 4.319018496993e+07 2.772294806074e-02
1.436484361740e-03 1.932000000774e+01 1.160451834099e+02 1.380017577179e+02 -3.625845230510e-09 4.319018496939e+07 2.778280767691e-02
1.439582685558e-03 1.931999999219e+01 1.160451834695e+02 1.380017577887e+02 -3.546610434814e-10 4.319018497496e+07 2.784266729305e-02
1.442681009376e-03 1.932000000990e+01 1.160451834136e+02 1.380017577222e+02 -1.962900547359e-07 4.319018497573e+07 2.790252690922e-02
1.445779333192e-03 1.931999999656e+01 1.160451834753e+02 1.380017577956e+02 -4.892619054916e-07 4.319018498684e+07 2.796238652537e-02
1.448877657011e-03 1.931999999540e+01 1.160451834736e+02 1.380017577936e+02 1.513197391119e-08 4.319018498356e+07 2.802224614152e-02
1.451975980829e-03 1.931999999480e+01 1.160451834729e+02 1.380017577928e+02 6.401695415891e-07 4.319018498203e+07 2.808210575767e-02
1.455074304646e-03 1.932000000540e+01 1.160451834067e+02 1.380017577140e+02 6.981251274979e-07 4.319018496295e+07 2.814196537383e-02
1.458172628463e-03 1.932000000223e+01 1.160451834025e+02 1.380017577090e+02 1.938647658467e-07 4.319018495436e+07 2.820182498999e-02
1.461270952281e-03 1.932000000164e+01 1.160451834018e+02 1.380017577082e+02 -1.798028375842e-07 4.319018495283e+07 2.826168460614e-02
1.464369276098e-03 1.932000000375e+01 1.160451834043e+02 1.380017577112e+02 -5.234522294323e-07 4.319018495836e+07 2.832154422231e-02
1.467467599916e-03 1.931999999061e+01 1.160451834670e+02 1.380017577858e+02 -1.998015118577e-07 4.319018497045e+07 2.838140383844e-02
1.470565923733e-03 1.932000000789e+01 1.160451834099e+02 1.380017577178e+02 -4.419305133794e-10 4.319018496967e+07 2.844126345462e-02
1.473664247551e-03 1.931999999060e+01 1.160451834671e+02 1.380017577858e+02 1.996524342298e-07 4.319018497046e+07 2.850112307075e-02
1.476762571369e-03 1.932000000375e+01 1.160451834043e+02 1.380017577112e+02 5.216882137589e-07 4.319018495838e+07 2.856098268692e-02
1.479860895186e-03 1.932000000175e+01 1.160451834020e+02 1.380017577084e+02 1.708848905234e-07 4.319018495314e+07 2.862084230307e-02
1.482959219004e-03 1.932000000217e+01 1.160451834031e+02 1.380017577098e+02 -1.995455515711e-07 4.319018495463e+07 2.868070191923e-02
1.486057542820e-03 1.932000000501e+01 1.160451834059e+02 1.380017577131e+02 -6.363843832705e-07 4.319018496175e+07 2.874056153539e-02
1.489155866638e-03 1.931999999151e+01 1.160451834682e+02 1.380017577872e+02 -4.102575610315e-07 4.319018497291e+07 2.880042115153e-02
1.492254190457e-03 1.931999999570e+01 1.160451834744e+02 1.380017577946e+02 1.164256877999e-07 4.319018498465e+07 2.886028076767e-02
1.495352514273e-03 1.932000002081e+01 1.160451834294e+02 1.380017577411e+02 -7.536468487883e-07 4.319018500614e+07 2.892014038387e-02
1.498450838089e-03 1.931999998410e+01 1.160451834571e+02 1.380017577740e+02 7.650993408697e-07 4.319018495205e+07 2.898000000000e-02
